season,count,mean,std,min,25%,50%,75%,max
ete_2024,7936692.0,1.9176896112062125,1.5307822259167105,0.0,0.8465865873447936,1.5072650343758887,2.5864392762417885,29.23168846169045
hiver_2324,335706.0,1.8486166171319975,1.30467787549456,0.0,0.9525256972476562,1.5597525987363103,2.4591705897511247,12.270925157684777
hiver_2425,371190.0,1.8378048565933731,1.3138317743671104,0.0,0.9117121383619323,1.5420937506556447,2.4751670133152035,14.81989755715505
