station,lon,lat,arrondissement,nb_depart,nb_arrivee,nb_total
Parc Nicolas-Tillemont (des Érables / Villeray),-73.6125522,45.5546365,Villeray - Saint-Michel - Parc-Extension,540,520,1060
Parc Olympique (Pie-IX / Sherbrooke),-73.55370283126831,45.554824549823,Inconnu,0,2,2
Parc Ottawa (de Belleville / Fleury),-73.6412434,45.58116,Montréal-Nord,3,4,7
Parc Pratt (Dunlop / Van Horne),-73.61968517303467,45.51491895406188,Outremont,2,0,2
Parc Sauvé (Balzac / de Bayonne),-73.63657951360437,45.598880374710674,Montréal-Nord,1,1,2
Parc St-Gabriel (Grand Trunk / Ropery),-73.56572315096855,45.478545712518894,Le Sud-Ouest,6,5,11
Parc St-Henri (Laporte / Guay),-73.5859081,45.4801338,Le Sud-Ouest,639,715,1354
Parc St-Laurent (Salk / Thomas-Chapais),-73.6287838,45.6062348,Montréal-Nord,1,1,2
Parc Van Horne (de la Peltrie / de Westbury),-73.63852232694626,45.490494421832885,Côte-des-Neiges - Notre-Dame-de-Grâce,2,2,4
Parc Villeray (Christophe-Colomb / Jarry),-73.624261,45.5480925,Villeray - Saint-Michel - Parc-Extension,916,793,1709
Parc d'Antioche (Place d'Antioche / St-Zotique),-73.5596626996994,45.59566584124368,Anjou,1,1,2
Parc de Beauséjour (Gouin / Henri-d'Arles),-73.730423,45.526765,Inconnu,0,2,2
Parc de Dieppe,-73.5439610481262,45.501863463435576,Ville-Marie,5,20,25
Parc de Montréal-Est (Notre-Dame / David),-73.50989364087582,45.61316323215739,Montréal-Est,2,2,4
Parc de l'Hôtel-de-Ville (Ste-Julie / Laurendeau),-73.4948467835784,45.63068604376728,Montréal-Est,9,9,18
Parc de la Louisiane (31e avenue / de Bellechasse),-73.57124984264374,45.566542615726334,Rosemont - La Petite-Patrie,5,7,12
Parc des Hirondelles (Fleury / André-Jobin),-73.646759390831,45.5762948651025,Ahuntsic-Cartierville,8,11,19
Parc des Rapides (LaSalle / 6e avenue),-73.59309915918857,45.42947143740888,Inconnu,0,1,1
Parc des Vétérans (des Vétérans / Broadway),-73.50819479674101,45.63147192165401,Montréal-Est,4,4,8
Parc du Mail (Bois de Coulonges / du Mail),-73.54596734046936,45.59833498124187,Anjou,2,2,4
Parc du Père-Marquette (de Bellechasse / de Lanaudière),-73.59521873295307,45.539306918976,Rosemont - La Petite-Patrie,2,3,5
Parc du Pélican (1ere Ave / Masson),-73.57644259929657,45.54518840394769,Rosemont - La Petite-Patrie,130,114,244
Parc nature de l'Île-de-la-Visitation (Gouin / de Bruchési),-73.65595400333405,45.57833184623925,Ahuntsic-Cartierville,1,2,3
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),-73.56008380651474,45.51586835126322,Ville-Marie,9,11,20
Paré / Mountain Sights,-73.65294188261032,45.49810026070624,Inconnu,0,2,2
Peel / Notre-Dame,-73.5632944,45.4954469,Ville-Marie,2009,3539,5548
Pierre-de-Coubertin / Aird,-73.5483035,45.5590311,Mercier - Hochelaga-Maisonneuve,880,822,1702
Place Longueuil,-73.51716578006744,45.52841043752244,Inconnu,0,3,3
Place Rodolphe-Rousseau (Gohier / Édouard-Laurin),-73.68249848484993,45.5129938566323,Inconnu,0,1,1
Place Valois (Valois / Ontario),-73.5433951,45.5471414,Mercier - Hochelaga-Maisonneuve,1947,2741,4688
Place Ville-Marie (Robert-Bourassa / René-Lévesque),-73.56825381517409,45.5021829099012,Ville-Marie,3,0,3
Place d'Youville / McGill,-73.5561544,45.4999647,Ville-Marie,1803,2328,4131
Place des Festivals (du Président-Kennedy / de Bleury),-73.56932401657104,45.50764392965887,Ville-Marie,26,37,63
Place du Canada (Peel / des Canadiens-de-Montréal),-73.5685676,45.4978835,Ville-Marie,1937,1559,3496
Plymouth / Chem.Eden,-73.66047888994217,45.50648882378224,Mont-Royal,3,3,6
Pontiac / Gilford,-73.58576595783234,45.527009334270645,Le Plateau-Mont-Royal,27,21,48
Porte de Québec / St-André,-73.5505781,45.5132941,Ville-Marie,350,368,718
Poupart / Ontario,-73.55348825454712,45.53183672649831,Ville-Marie,62,103,165
Pratt / Bates,-73.62631559371948,45.51694782364431,Outremont,26,39,65
Prince-Arthur / St-Urbain,-73.5737282037735,45.51262123436571,Le Plateau-Mont-Royal,124,100,224
Prince-Arthur / du Parc,-73.5755842924118,45.51044465753362,Le Plateau-Mont-Royal,157,139,296
Préfontaine / Marcel-Pépin,-73.5594206,45.5436538,Rosemont - La Petite-Patrie,618,551,1169
Queen / Wellington,-73.55534970760345,45.49760527699099,Ville-Marie,41,47,88
Rachel / de Brébeuf,-73.57264,45.52689,Le Plateau-Mont-Royal,2329,1993,4322
Regina / de Verdun,-73.57078850269318,45.46734390596128,Verdun,1,4,5
René-Lévesque / Panet,-73.5521901,45.5186242,Ville-Marie,1030,1206,2236
René-Lévesque / Papineau,-73.5499048,45.5209208,Ville-Marie,1542,1913,3455
Richmond / des Bassins,-73.565003,45.4875216,Le Sud-Ouest,2554,3027,5581
Robert-Bourassa / René-Lévesque,-73.5682538,45.5021829,Ville-Marie,1463,1440,2903
Robert-Bourassa / St-Maurice,-73.5605559,45.4983705,Ville-Marie,782,866,1648
Ropery / Augustin-Cantin,-73.56863468885422,45.48097552629275,Inconnu,0,7,7
Rosemont / Viau,-73.56666326522826,45.56833021674857,Rosemont - La Petite-Patrie,31,43,74
Rousselot / Jarry,-73.62088680267334,45.55081979211847,Villeray—Saint-Michel—Parc-Extension,15,20,35
Roy / Saint-Laurent,-73.57577390039296,45.51565182195085,Le Plateau-Mont-Royal,5,8,13
Roy / St-André,-73.570367,45.521564,Le Plateau-Mont-Royal,4967,3916,8883
Roy / St-Denis,-73.5727,45.51908,Le Plateau-Mont-Royal,252,208,460
Sanguinet / de Maisonneuve,-73.56259435415267,45.51340553558378,Ville-Marie,3,8,11
Sherbrooke / Benny,-73.62700089812279,45.46489980721603,Côte-des-Neiges - Notre-Dame-de-Grâce,2,1,3
Sherbrooke / Jeanne-d'Arc,-73.5549639,45.5539816,Rosemont - La Petite-Patrie,1210,981,2191
Smith / Peel,-1.0,-1.0,Le Sud-Ouest,2413,3567,5980
Square St-Louis (du Square St-Louis / Laval),-73.5701286792755,45.516090801970655,Le Plateau-Mont-Royal,145,94,239
Square Victoria (Viger / du Square-Victoria),-73.56295,45.50206,Ville-Marie,1379,2277,3656
Square Viger (Berri / Viger),-73.5546289,45.5122121,Ville-Marie,1532,2115,3647
Square-Victoria (Viger / du Square-Victoria),-73.56294138360681,45.50208503935104,Ville-Marie,3,3,6
St-Alexandre / Ste-Catherine,-73.5674786567688,45.50527354034462,Ville-Marie,66,62,128
St-André / Cherrier,-73.567695915699,45.52051578783967,Le Plateau-Mont-Royal,195,112,307
St-André / Ontario,-73.56353,45.51889,Ville-Marie,83,101,184
St-André / Ste-Catherine,-73.55801045894623,45.516297540849614,Ville-Marie,141,177,318
St-Antoine / Jean-Paul Riopelle,-73.5606404,45.5029397,Ville-Marie,1011,1602,2613
St-Antoine / de la Montagne,-73.5685891,45.4953717,Ville-Marie,864,962,1826
St-Cyril / Wiseman,-73.61573964357376,45.52085479492202,Outremont,67,52,119
St-Denis / Ste-Catherine,-73.5603104531765,45.51372291221464,Ville-Marie,131,165,296
St-Denis / de Maisonneuve,-73.561919,45.514404,Ville-Marie,3339,4300,7639
St-Dominique / Bernard,-73.60122251338906,45.52793332015246,Le Plateau-Mont-Royal,23,30,53
St-Dominique / Laurier,-73.59245739877223,45.52361490311454,Le Plateau-Mont-Royal,31,29,60
St-Dominique / Napoléon,-73.57722043991089,45.51666442219882,Le Plateau-Mont-Royal,384,327,711
St-Dominique / Rachel,-73.581566,45.518593,Le Plateau-Mont-Royal,318,208,526
St-Grégoire / Christophe-Colomb,-73.5901111,45.5325974,Le Plateau-Mont-Royal,3334,2612,5946
St-Hubert / Duluth,-73.57418417930603,45.52242565278864,Le Plateau-Mont-Royal,114,95,209
St-Hubert / Laurier,-73.58786880970001,45.52893724049854,Le Plateau-Mont-Royal,27,18,45
St-Hubert / René-Levesque,-73.55648696422577,45.514369201445305,Ville-Marie,35,51,86
St-Hubert / de Maisonneuve (nord),-73.5604969,45.5161321,Ville-Marie,1082,1598,2680
St-Hubert / de Maisonneuve (sud),-73.5600838,45.5158684,Ville-Marie,3239,4108,7347
St-Hubert / du Mont-Royal,-73.581284,45.5257109,Le Plateau-Mont-Royal,3038,2570,5608
St-Jacques / Gauvin,-73.5611384269032,45.50065923264611,Ville-Marie,35,55,90
St-Jacques / Guy,-73.5701072,45.4913669,Le Sud-Ouest,165,258,423
St-Jacques / McGill,-73.560144,45.501441,Ville-Marie,1901,2524,4425
St-Jacques / Richmond,-73.57080727815628,45.4906636488045,Le Sud-Ouest,156,213,369
St-Jacques / Vinet,-73.5769227,45.485329,Le Sud-Ouest,283,321,604
St-Jacques / des Seigneurs,-73.5719,45.489186,Le Sud-Ouest,170,348,518
St-Joseph Lachine / 21e avenue,-73.68354320526123,45.43352120253739,Inconnu,0,5,5
St-Laurent / Pl. du Marché,-73.56241598725319,45.50928960913111,Ville-Marie,35,44,79
St-Nicolas / Place d'Youville,-73.55515256524086,45.501966859101564,Ville-Marie,60,64,124
St-Patrick / Thomas-Keefer,-73.57427294832632,45.47801152713375,Le Sud-Ouest,4,3,7
St-Rémi / Ste-Émilie,-73.5892341,45.469765,Le Sud-Ouest,449,500,949
St-Urbain / Laurier,-73.5936677,45.5216462,Le Plateau-Mont-Royal,5938,4824,10762
St-Urbain / de la Gauchetière,-73.56139540672302,45.50707812811467,Ville-Marie,10,14,24
St-Viateur / Casgrain,-73.5977359,45.5271166,Le Plateau-Mont-Royal,4314,4030,8344
Stanley / René-Lévesque,-73.5707757,45.4979039,Ville-Marie,1686,1543,3229
Stanley / Sherbrooke,-73.57722634080346,45.50105732321463,Ville-Marie,23,17,40
Ste-Catherine / Bishop,-73.5761287,45.4966367,Ville-Marie,2935,2227,5162
Ste-Catherine / Drummond,-73.5742781,45.4985885,Ville-Marie,1301,914,2215
Ste-Catherine / Dézéry,-73.54099988937377,45.53938508196168,Mercier - Hochelaga-Maisonneuve,73,83,156
Ste-Catherine / St-Clément,-73.5302496,45.5567173,Mercier - Hochelaga-Maisonneuve,996,1121,2117
Ste-Catherine / St-Laurent,-73.56380604207516,45.50991130818593,Ville-Marie,54,60,114
Ste-Catherine / St-Mathieu,-73.57917845249176,45.49384690142783,Ville-Marie,37,43,80
Ste-Catherine / Towers,-73.5809648,45.4922807,Ville-Marie,3643,2700,6343
Ste-Catherine / Union,-73.5695761,45.5036663,Ville-Marie,3012,2706,5718
Ste-Émilie / Sir-Georges-Etienne-Cartier,-73.58539,45.472668,Le Sud-Ouest,918,1061,1979
Thimens / Alexis-Nihon,-73.69856357574463,45.50897852206792,Saint-Laurent,1,1,2
Tolhurst / Fleury,-73.66752,45.544149,Ahuntsic-Cartierville,464,525,989
U. Concordia - Campus Loyola (Sherbrooke / West Broadway),-73.6394852399826,45.45750908083069,Inconnu,0,7,7
Union / René-Lévesque,-73.56658279895781,45.50235036136798,Ville-Marie,5,13,18
Union / Ste-Catherine,-73.56970220804214,45.504027213143104,Ville-Marie,30,26,56
University / Prince-Arthur,-73.57864737510681,45.5074794530521,Le Plateau-Mont-Royal,33,23,56
Vallières / St-Laurent,-73.5836161673069,45.51896722332005,Le Plateau-Mont-Royal,157,100,257
Valois / Ste-Catherine,-73.53725016117096,45.54522973039872,Mercier - Hochelaga-Maisonneuve,20,38,58
Van Horne / Dollard,-73.61618220806122,45.51928953121951,Outremont,3,1,4
Victoria Hall,-73.6003303527832,45.48129146961133,Inconnu,0,9,9
Viger / Chenneville,-73.560891,45.505312,Ville-Marie,400,714,1114
Villeneuve / St-Dominique,-73.58881697058678,45.5221105862092,Le Plateau-Mont-Royal,16,18,34
Villeneuve / du Parc,-73.59239235520363,45.518197623521424,Le Plateau-Mont-Royal,130,91,221
Villeray / De Normanville,-73.6184438467353,45.54716675630067,Villeray—Saint-Michel—Parc-Extension,2,1,3
Villeray / de Normanville,-73.6184299,45.5471871,Villeray - Saint-Michel - Parc-Extension,1431,1208,2639
Waverly / Bernard,-73.60413372516632,45.52562443297396,Le Plateau-Mont-Royal,250,213,463
Waverly / Van Horne,-73.607723,45.527363,Le Plateau-Mont-Royal,3,4,7
Wellington / Queen,-73.55534417554736,45.49770377469073,Ville-Marie,4,0,4
Wilderton  / Van Horne,-73.6247518658638,45.51014162409143,Inconnu,0,1,1
William / Robert-Bourassa,-73.55933,45.497165,Le Sud-Ouest,1052,1357,2409
William / St-Henri,-73.55711728334427,45.4988865267828,Ville-Marie,32,43,75
Wilson / Sherbrooke,-73.61663818359374,45.4703791154553,Côte-des-Neiges - Notre-Dame-de-Grâce,1,2,3
Workman / Vinet,-73.5750613,45.4837889,Le Sud-Ouest,640,763,1403
cyclo,-73.60150516033173,45.53007509225256,Inconnu,4,39,43
d'Orléans / Hochelaga,-73.54953250849576,45.55071260245958,Mercier - Hochelaga-Maisonneuve,14,18,32
de Bellechasse / de Lanaudière,-73.5953736,45.5393536,Rosemont - La Petite-Patrie,2097,1814,3911
de Bleury / de Maisonneuve,-73.5684416,45.5070965,Ville-Marie,2805,3532,6337
de Bordeaux / Gilford,-73.5762870311737,45.53611005443118,Le Plateau-Mont-Royal,100,101,201
de Bordeaux / Masson,-73.5824453830719,45.53898439552301,Le Plateau-Mont-Royal,157,130,287
de Bordeaux / Rachel,-73.56769983980485,45.53207532297607,Le Plateau-Mont-Royal,171,146,317
de Bullion / St-Joseph,-73.59015061847458,45.52404631813311,Le Plateau-Mont-Royal,137,79,216
de Bullion / du Mont-Royal,-73.58498811721802,45.52141314643908,Le Plateau-Mont-Royal,212,170,382
de Chambly / de Rouen,-73.5489245,45.5471031,Mercier - Hochelaga-Maisonneuve,275,379,654
de Chateaubriand / Jarry,-73.62673670053482,45.54588672296563,Villeray—Saint-Michel—Parc-Extension,85,90,175
de Gaspé / Fairmount,-73.59285570681095,45.52557815939422,Le Plateau-Mont-Royal,111,94,205
de Gaspé / Marmier,-73.601728,45.529686,Rosemont - La Petite-Patrie,850,832,1682
de Lanaudière / Bélanger,-73.60565051436424,45.54365085053057,Rosemont - La Petite-Patrie,110,109,219
de Lanaudière / Marie-Anne,-73.57480645179749,45.52932643090091,Le Plateau-Mont-Royal,130,130,260
de Laprairie / Centre,-73.56577813625336,45.48059248038378,Inconnu,0,3,3
de Léry / Sherbrooke,-73.55826258659361,45.54099971663243,Mercier - Hochelaga-Maisonneuve,27,26,53
de Maisonneuve / Aylmer (est),-73.570432,45.505386,Ville-Marie,1631,2060,3691
de Maisonneuve / Aylmer (ouest),-73.5706812,45.505063,Ville-Marie,2436,2554,4990
de Maisonneuve / Fullum,-73.5494837,45.5279714,Ville-Marie,1927,2183,4110
de Maisonneuve / Greene,-73.58929306,45.48697062,Westmount,5,4,9
de Maisonneuve / Mackay,-73.5787037,45.496496,Ville-Marie,6440,6213,12653
de Maisonneuve / Mansfield (nord),-73.5733635,45.502311,Ville-Marie,958,1139,2097
de Maisonneuve / Mansfield (sud),-73.573427,45.502145,Ville-Marie,1525,1604,3129
de Maisonneuve / Mansfield (sud-est),-73.5733064,45.5022935,Ville-Marie,1395,1434,2829
de Maisonneuve / Wood,-73.58807051185067,45.48819793805841,Inconnu,0,14,14
de Maisonneuve / de Bleury,-73.56912677500077,45.5070388622436,Ville-Marie,17,17,34
de Mentana / Marie-Anne,-73.57785880565643,45.52602656522141,Le Plateau-Mont-Royal,137,117,254
de St-Firmin / Fleury,-73.6517858505249,45.57062472207837,Ahuntsic-Cartierville,13,28,41
de St-Vallier / St-Zotique,-73.60783427975548,45.536434338630336,Rosemont - La Petite-Patrie,242,233,475
de l'Esplanade / Villeneuve,-73.59095953859651,45.51943184213857,Le Plateau-Mont-Royal,123,88,211
de l'Esplanade / du Mont-Royal,-73.5883381962776,45.51825290855221,Le Plateau-Mont-Royal,10,7,17
de l'Hotel-de-Ville / Ontario,-73.56666326522826,45.51374520222444,Ville-Marie,35,81,116
de l'Hôtel-de-Ville / Rachel,-73.5801065,45.5198966,Le Plateau-Mont-Royal,4937,4102,9039
de l'Hôtel-de-Ville / Roy,-73.57449866831303,45.51733075399989,Le Plateau-Mont-Royal,72,69,141
de l'Hôtel-de-Ville / Sherbrooke,-73.56835573911665,45.5145247302944,Ville-Marie,74,36,110
de l'Hôtel-de-Ville / Ste-Catherine,-73.56213569641113,45.51166045593874,Ville-Marie,79,88,167
de l'Hôtel-de-Ville / Villeneuve,-73.58732756238169,45.52348082760688,Le Plateau-Mont-Royal,144,110,254
de l'Église / de Verdun,-73.57156895217486,45.46300108733155,Verdun,1,19,20
de la Cathédrale / René-Lévesque,-73.56931967664423,45.499161694813886,Ville-Marie,10,10,20
de la Commune / Berri,-73.54983,45.51086,Ville-Marie,886,1320,2206
de la Commune / King,-73.552571,45.497515,Ville-Marie,1911,2580,4491
de la Commune / Place Jacques-Cartier,-73.551836,45.50761,Ville-Marie,1114,1651,2765
de la Commune / St-Sulpice,-73.55347,45.504242,Ville-Marie,1665,2326,3991
de la Côte St-Antoine / Royal,-73.6198702454567,45.46892698487744,Inconnu,0,3,3
de la Côte St-Paul / St-Ambroise,-73.5939178,45.4676657,Le Sud-Ouest,645,673,1318
de la Côte-Ste-Catherine / Davaar,-73.61105918884276,45.51416245548193,Inconnu,0,1,1
de la Côte-Ste-Catherine / Decelles,-73.62563699483871,45.50094101588506,Côte-des-Neiges - Notre-Dame-de-Grâce,1,1,2
de la Gauchetière / Robert-Bourassa,-73.5654079914093,45.50064338023683,Ville-Marie,68,69,137
de la Montagne / Notre-Dame,-73.5646878,45.4929134,Le Sud-Ouest,1676,2485,4161
de la Montagne / Sherbrooke,-73.57938900589943,45.500015468871446,Ville-Marie,91,65,156
de la Porte de Québec / St-André,-73.55057805776596,45.51329411414168,Ville-Marie,575,538,1113
de la Vérendrye / 75e avenue,-73.62966051438889,45.42070552680549,LaSalle,1,1,2
des Barges / des Bassins,-73.5635170340538,45.4885952842812,Le Sud-Ouest,2,2,4
des Bassins / du Séminaire,-73.560172,45.490452,Ville-Marie,1594,1856,3450
des Carrières / Marquette,-73.5884857,45.5385795,Rosemont - La Petite-Patrie,2461,1994,4455
des Ormeaux / Notre-Dame,-73.51226069033146,45.59926552299961,Inconnu,0,1,1
des Pins / Hutchison,-73.57822090387344,45.510800289485616,Ville-Marie,434,437,871
des Pins / St-Laurent,-73.5750961,45.5152281,Le Plateau-Mont-Royal,10433,8959,19392
des Récollets / McGill,-73.55900555849075,45.5008764952487,Ville-Marie,46,63,109
des Érables / Laurier,-73.57769921422005,45.538514913607656,Le Plateau-Mont-Royal,6,4,10
des Érables / Rachel,-73.566867,45.533547,Le Plateau-Mont-Royal,5287,4553,9840
du Canal / McLaughlin,-73.6694884300232,45.42969214118378,Lachine,7,10,17
du Champ-de-Mars / Gosford,-73.55400860309601,45.50965520472071,Ville-Marie,28,40,68
du Havre / Hochelaga,-73.557941,45.535753,Ville-Marie,1715,1805,3520
du Marché Central / Crémazie,-73.64888370037079,45.53341740599902,Inconnu,0,1,1
du Mont-Royal / Augustin-Frigon,-73.56780052185059,45.54355786336148,Rosemont - La Petite-Patrie,65,56,121
du Mont-Royal / Clark,-73.58685,45.51941,Le Plateau-Mont-Royal,8376,6109,14485
du Mont-Royal / St-André,-73.5805805772543,45.52648048733308,Le Plateau-Mont-Royal,5,3,8
du Mont-Royal / de Brébeuf,-73.5779527,45.5293365,Le Plateau-Mont-Royal,5413,5052,10465
du Parc-La Fontaine / Duluth,-73.57197672128677,45.52451761488783,Le Plateau-Mont-Royal,105,81,186
du Parc-La Fontaine / Roy,-73.56916093829568,45.5232203879173,Le Plateau-Mont-Royal,37,21,58
du Parc-Lafontaine / Rachel,-73.5743251,45.5254742,Le Plateau-Mont-Royal,2941,2698,5639
du Square Dorchester / Peel,-73.5719365,45.4996996,Ville-Marie,861,718,1579
du Séminaire / de la Montagne,-73.56246292591095,45.4921078892434,Le Sud-Ouest,10,2,12
Édouard-Montpetit / de Stirling,-73.61485987901688,45.50737888711866,Côte-des-Neiges - Notre-Dame-de-Grâce,1,2,3
Émery / St-Denis,-73.56349289417267,45.51483155785108,Ville-Marie,2,4,6
Émile-Duployé / Rachel,-73.56998120721983,45.52970707609694,Le Plateau-Mont-Royal,6,3,9
Émile-Duployé / Sherbrooke,-73.564729,45.527201,Le Plateau-Mont-Royal,5182,4499,9681
