station,lon,lat,arrondissement,nb_depart,nb_arrivee,nb_total
Boyer / Rosemont,-73.59553456306458,45.53409866804061,Rosemont - La Petite-Patrie,249,159,408
Boyer / du Mont-Royal,-73.57991673052311,45.527432126380575,Le Plateau-Mont-Royal,45,38,83
CCI Outremont (Dollard / Ducharme),-73.61890733242035,45.52001910239164,Outremont,10,12,22
CHSLD Joseph-François-Perrault (St-Michel / Everett),-73.6014596,45.5596973,Villeray - Saint-Michel - Parc-Extension,59,101,160
CHSLD Robert Cliche (de Bellechasse / 16e avenue),-73.579191,45.557568,Rosemont - La Petite-Patrie,890,817,1707
CHSLD St-Michel (8e avenue / Jarry),-73.610512,45.5616903,Villeray - Saint-Michel - Parc-Extension,166,154,320
Calixa-Lavallée / Rachel,-73.571939,45.527795,Le Plateau-Mont-Royal,2804,2314,5118
Calixa-Lavallée / Rachel 2,-73.57195928692818,45.52783105277898,Le Plateau-Mont-Royal,7,1,8
Campus MIL (Thérèse-Lavoie Roux / Outremont),-73.61822873353958,45.52299546956007,Outremont,2,1,3
Cartier / Marie-Anne,-73.571776,45.532674,Le Plateau-Mont-Royal,6808,6424,13232
Cartier / Masson,-73.58352363109587,45.5380207402854,Le Plateau-Mont-Royal,117,97,214
Casino de Montréal,-73.52457672,45.5063732,Inconnu,0,2,2
Cathcart / McGill College,-73.5704549,45.5011877,Ville-Marie,1470,1620,3090
Centre récréatif Édouard-Rivet (Notre-Dame / Lesage),-73.49952153861523,45.62846158049899,Montréal-Est,4,4,8
Centre ÉPIC (St-Zotique / 40e avenue),-73.57462137937546,45.57414703721992,Inconnu,0,9,9
Chabanel / Tolhurst,-73.6534703,45.540105,Ahuntsic-Cartierville,268,290,558
Chabanel / du Parc,-73.654884,45.538308,Ahuntsic-Cartierville,616,728,1344
Chabot / Mont-Royal,-73.57352435588837,45.53413436610844,Le Plateau-Mont-Royal,59,59,118
Chambord / Gilford,-73.58106877662067,45.53149589691095,Le Plateau-Mont-Royal,110,109,219
Champdoré / de Lorimier,-73.64101678133011,45.566869345371856,Inconnu,0,2,2
Christophe-Colomb / Beaubien,-73.60115647315979,45.53783932655299,Rosemont - La Petite-Patrie,5,10,15
Christophe-Colomb / St-Joseph,-73.58439266681671,45.53036486555959,Le Plateau-Mont-Royal,178,163,341
City Councillors / du President-Kennedy,-73.57139065861702,45.50625103256782,Ville-Marie,31,35,66
Cité des Arts du Cirque (Paul Boutet / des Regrattiers),-73.615541,45.559872,Villeray - Saint-Michel - Parc-Extension,456,458,914
Clark / Fleury,-73.66522908210754,45.54758205939525,Ahuntsic-Cartierville,6,20,26
Clark / Ontario,-73.5669033,45.5106246,Ville-Marie,2282,3230,5512
Clark / Prince-Arthur,-73.57301607728004,45.513342512307055,Le Plateau-Mont-Royal,160,135,295
Clark / Rachel,-73.58241524554614,45.517537449207474,Le Plateau-Mont-Royal,108,83,191
Clark / de l'Arcade,-73.6039835,45.527372,Le Plateau-Mont-Royal,3596,3199,6795
Collège de Rosemont (Beaubien / 15e avenue),-73.5838012,45.5577499,Rosemont - La Petite-Patrie,961,748,1709
Coloniale / Duluth,-73.57842743396758,45.51786873150825,Le Plateau-Mont-Royal,22,28,50
Complexe Desjardins (St-Urbain / René-Lévesque),-73.5631506,45.5078852,Ville-Marie,1915,3103,5018
Complexe sportif Claude-Robillard (Émile-Journault),-73.6383855,45.5535846,Ahuntsic-Cartierville,399,575,974
Crescent / René-Lévesque,-73.57347276069049,45.49606309334117,Ville-Marie,39,43,82
CÉGEP du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),-73.5659867,45.5140122,Ville-Marie,1583,2147,3730
Dollard / Bernard,-73.61142262816429,45.51678269880724,Outremont,23,23,46
Dollard / Van Horne,-73.6161071062088,45.51887607468706,Outremont,63,46,109
Dorion / Ontario,-73.558212,45.526991,Ville-Marie,4366,4773,9139
Drolet / Marie-Anne,-73.58117669820786,45.52240257341408,Le Plateau-Mont-Royal,27,28,55
Drummond / de Maisonneuve,-73.57672896243457,45.49984952085512,Ville-Marie,18,12,30
Duke / Nazareth,-73.5546134,45.4957224,Ville-Marie,801,868,1669
Duluth  / St-Denis,-73.57594907283782,45.52062760607925,Le Plateau-Mont-Royal,194,187,381
Duluth / de l'Esplanade,-73.58105599880219,45.515132275425785,Le Plateau-Mont-Royal,27,31,58
Durocher / Beaumont,-73.61919969320297,45.52799772330074,Villeray—Saint-Michel—Parc-Extension,66,59,125
Durocher / Bernard,-73.60668718814848,45.52222528598142,Outremont,77,87,164
Elgar / de l'Île-des-Sœurs,-73.546804189682,45.45682318753668,Inconnu,0,1,1
Ernest-Gendreau / du Mont-Royal,-73.56384828686714,45.549713734001415,Rosemont - La Petite-Patrie,19,24,43
Everett / Garnier,-73.61220851540565,45.54758153109644,Villeray—Saint-Michel—Parc-Extension,20,22,42
Fabre / Jean-Talon,-73.60776543617249,45.546634811657086,Rosemont - La Petite-Patrie,3,3,6
Fabrik8 (Waverly / Jean-Talon),-73.6208224,45.5333073,Villeray - Saint-Michel - Parc-Extension,726,819,1545
Fortune / Wellington,-73.559038,45.477923,Inconnu,0,5,5
Francis / Fleury,-73.6555677652359,45.56387237463668,Ahuntsic-Cartierville,19,28,47
Frontenac / Ste-Catherine,-73.5455918,45.5300628,Ville-Marie,687,728,1415
Fullum / Marie-Anne,-73.56803923845291,45.53650541861215,Le Plateau-Mont-Royal,179,166,345
Gagne / LaSalle,-73.601194024086,45.422451407155854,LaSalle,3,3,6
Gare Bois-de-Boulogne,-73.67716491222382,45.53972553109637,Ahuntsic-Cartierville,2,2,4
Gare St-Michel / Montréal-Nord (Pie-IX / 56e),-73.62978704273701,45.583197821913785,Montréal-Nord,5,5,10
Gare d'autocars de Montréal (Berri / Ontario),-73.563949,45.516897,Ville-Marie,2293,3251,5544
Gare du Ruisseau (Dutrisac / Henri-Bourassa),-73.69254536926746,45.52814371649508,Inconnu,0,1,1
Garnier / Beaubien,-73.5984206,45.5415102,Rosemont - La Petite-Patrie,2626,2185,4811
Garnier / du Mont-Royal,-73.5761762317452,45.53075597398246,Le Plateau-Mont-Royal,12,8,20
Gary-Carter / St-Laurent,-73.622443,45.5359,Villeray - Saint-Michel - Parc-Extension,1459,1191,2650
Gauthier / Papineau,-73.56733649969101,45.52966629503036,Le Plateau-Mont-Royal,170,171,341
Georges-Vanier /  Notre-Dame,-73.57192163679429,45.48504525051504,Le Sud-Ouest,4,1,5
Georges-Vanier / Notre-Dame,-73.571963,45.485048,Le Sud-Ouest,695,735,1430
Gilford / St-Denis,-73.58558893203735,45.52497612960628,Le Plateau-Mont-Royal,29,20,49
Gilford / de Brébeuf,-73.58155757188797,45.530870247773066,Le Plateau-Mont-Royal,123,116,239
Gilford / des Érables,-73.57534691691399,45.53728040418993,Le Plateau-Mont-Royal,77,70,147
Graham / Brookfield,-73.62985610961914,45.52022241072457,Inconnu,0,1,1
Grand Boulevard / Sherbrooke,-73.62334638833998,45.46659823105616,Côte-des-Neiges - Notre-Dame-de-Grâce,1,0,1
Grey / Sherbrooke,-73.60647261142731,45.47651075689498,Côte-des-Neiges - Notre-Dame-de-Grâce,4,3,7
Guy / Notre-Dame,-73.56706600863617,45.49000058071911,Inconnu,0,1,1
HEC (Decelles / Jean-Brillant),-73.61925333738327,45.49772282989976,Côte-des-Neiges - Notre-Dame-de-Grâce,3,12,15
Hamel / Sauriol,-73.6533818,45.5615701,Ahuntsic-Cartierville,509,616,1125
Henri-Julien / Laurier,-73.59033644199371,45.52574657625029,Le Plateau-Mont-Royal,16,12,28
Henri-Julien / de Castelnau,-73.6182153224945,45.53789110878484,Villeray—Saint-Michel—Parc-Extension,114,114,228
Henri-Julien / du Carmel,-73.59502326697111,45.52795093787009,Le Plateau-Mont-Royal,157,112,269
Hochelaga / de l'Assomption,-73.53943817317486,45.56688309109519,Mercier - Hochelaga-Maisonneuve,1,1,2
Hutchison / Beaubien,-73.61296892166138,45.52605851018324,Rosemont - La Petite-Patrie,102,92,194
Hutchison / Prince-Arthur,-73.57610732316971,45.50975858607626,Le Plateau-Mont-Royal,11,14,25
Hutchison / Van Horne,-73.61066222190857,45.52497612960628,Outremont,73,54,127
Hélène-Baillargeon / St-Denis,-73.59527,45.52974,Le Plateau-Mont-Royal,82,57,139
Hôpital Général Juif (de la Côte-Ste-Catherine / Légaré),-73.62983867526054,45.49624140543275,Côte-des-Neiges - Notre-Dame-de-Grâce,1,4,5
IUSMM (Georges-Villeneuve),-73.52969169616699,45.58661042838809,Inconnu,0,2,2
Irwin / Allard,-73.6049048602581,45.44890342900198,Inconnu,0,1,1
Jacques-Casault / Christophe-Colomb,-73.630103,45.552123,Ahuntsic-Cartierville,631,691,1322
Jean Langlois / Fullum,-73.54575277422555,45.526499983000186,Ville-Marie,27,42,69
Jean-Talon / de l'Épée,-73.6240625,45.5274866,Villeray - Saint-Michel - Parc-Extension,657,632,1289
Jeanne-Mance / Laurier,-73.59497621666378,45.52027633320609,Le Plateau-Mont-Royal,413,328,741
Jeanne-Mance / René-Lévesque,-73.564201,45.506371,Ville-Marie,1414,1548,2962
Jeanne-Mance / Sherbrooke,-73.5710192,45.5092868,Le Plateau-Mont-Royal,4894,3739,8633
Jeanne-d'Arc / Ontario,-73.54187428951263,45.54959767887176,Mercier - Hochelaga-Maisonneuve,49,81,130
Joseph-Manseau / René-Levesque,-73.57682347297668,45.49168652100804,Ville-Marie,22,11,33
K5 Test Station,-73.60139787197113,45.53029763358792,Le Plateau-Mont-Royal,130,117,247
Kent / Hudson,-73.62931698560715,45.5058412398175,Inconnu,0,2,2
Kirkfield / de Chambois,-73.63389015197754,45.51293324107222,Côte-des-Neiges - Notre-Dame-de-Grâce,1,2,3
La Tour de Montréal (Pierre-de-Coubertin / Bennett),-73.5515544,45.5597053,Mercier - Hochelaga-Maisonneuve,883,892,1775
LaSalle / 90e avenue,-73.64518761634827,45.41774583815495,LaSalle,5,6,11
LaSalle / Crawford,-73.58253550531117,45.43791516514076,Inconnu,0,1,1
LaSalle / Godin,-73.57219934463501,45.44693448484644,Inconnu,0,3,3
Laforest / Dudemaine,-73.6872661113739,45.539806548176045,Ahuntsic-Cartierville,5,8,13
Lajeunesse / Villeray,-73.622547,45.542119,Villeray - Saint-Michel - Parc-Extension,2756,2614,5370
Lanaudière / Jean-Talon,-73.6107802,45.5454627,Villeray - Saint-Michel - Parc-Extension,1487,1441,2928
Lanouette / de l'Église,-73.57683420181274,45.46337393327436,Verdun,2,1,3
Laurier / St-Denis,-73.5894795,45.5271484,Le Plateau-Mont-Royal,6450,4984,11434
Laurier / de Bordeaux,-73.57918381690979,45.53725128371284,Le Plateau-Mont-Royal,251,234,485
Laurier / de Brébeuf,-73.5847695171833,45.53244901681983,Le Plateau-Mont-Royal,19,10,29
Logan / de Champlain,-73.55584256350994,45.5231943285584,Ville-Marie,75,91,166
Lucien L'Allier / St-Jacques,-73.568536271232,45.49354367087787,Inconnu,0,1,1
MTL-ECO4-LAB,-73.56964588165283,45.50610628959769,Inconnu,2,2,4
MTL-ECO4-LAB-02,-73.56948494911194,45.50597658454202,Inconnu,5,5,10
Mackay / Ste-Catherine,-73.57687845826149,45.495774063803815,Ville-Marie,34,29,63
Maguire / Henri-Julien,-73.59347056655677,45.527041096087785,Le Plateau-Mont-Royal,67,42,109
Maguire / St-Laurent,-73.5958108305931,45.52462848559264,Le Plateau-Mont-Royal,215,186,401
Mairie d'arrondissement Montréal-Nord (Hébert / de Charleroi),-73.63767206668854,45.59398503487043,Montréal-Nord,5,5,10
Mansfield / Ste-Catherine,-73.57165485620499,45.50140664031126,Ville-Marie,5,5,10
Marché Atwater,-73.577599,45.480208,Le Sud-Ouest,1492,1960,3452
Marché Jean-Talon (Casgrain / Shamrock),-73.6154822,45.5351901,Rosemont - La Petite-Patrie,3500,3578,7078
Marché Maisonneuve,-73.539782,45.553219,Mercier - Hochelaga-Maisonneuve,1786,2374,4160
Marché Maisonneuve (Ontario / Morgan),-73.53978216648102,45.55321884238814,Mercier - Hochelaga-Maisonneuve,2,0,2
Marché St-Jacques (Atateken),-73.5639146839003,45.52066599241888,Ville-Marie,9,14,23
Marie-Anne / St-Hubert,-73.5788968205452,45.5246829812827,Le Plateau-Mont-Royal,96,82,178
Marmier / St-Denis,-73.598345,45.530871,Rosemont - La Petite-Patrie,3883,3083,6966
Marquette / Laurier,-73.5822,45.53543,Le Plateau-Mont-Royal,248,241,489
Marquette / Rachel,-73.5703244805336,45.52983801723605,Le Plateau-Mont-Royal,180,165,345
Marquette / des Carrières,-73.58865737915039,45.53859456744162,Rosemont - La Petite-Patrie,2,4,6
Marquette / du Mont-Royal,-73.57543140649796,45.53221791147474,Le Plateau-Mont-Royal,380,385,765
Masson / Molson,-73.5769769,45.5443459,Rosemont - La Petite-Patrie,3441,3389,6830
McGill / Place d'Youville,-73.55625258141116,45.500014581102505,Ville-Marie,3,11,14
McTavish / Sherbrooke,-73.576024,45.502813,Ville-Marie,4747,5288,10035
Messier / St-Joseph,-73.5760564,45.5394606,Le Plateau-Mont-Royal,3476,3320,6796
Messier / du Mont-Royal,-73.5710031,45.53711414,Le Plateau-Mont-Royal,253,234,487
Metcalfe / de Maisonneuve,-73.57434511184692,45.501804363327565,Ville-Marie,63,48,111
Milton / St-Laurent,-73.5705918,45.5129039,Le Plateau-Mont-Royal,3484,2502,5986
Milton / University,-73.57640504837036,45.50651983995355,Le Plateau-Mont-Royal,59,62,121
Milton / du Parc,-73.57386365532875,45.50936142835129,Le Plateau-Mont-Royal,77,69,146
Molson / Beaubien,-73.59115451574326,45.54968589617967,Rosemont - La Petite-Patrie,38,44,82
Molson / Wiliam-Tremblay,-73.5649607,45.5416028,Rosemont - La Petite-Patrie,2000,2066,4066
Molson / William-Tremblay,-73.56496073305605,45.541602844435374,Rosemont - La Petite-Patrie,2,2,4
Montcalm / Ontario,-73.56229394674301,45.52110494530867,Ville-Marie,159,173,332
Montcalm / de Maisonneuve,-73.55788965214742,45.519131967116216,Ville-Marie,91,109,200
Mozart / Waverly,-73.61701235175133,45.5315236502754,Rosemont - La Petite-Patrie,112,128,240
Métro Acadie (de l'Acadie / Beaumont),-73.623443,45.523575,Villeray - Saint-Michel - Parc-Extension,585,584,1169
Métro Atwater (Atwater / Ste-Catherine),-73.584566,45.489476,Ville-Marie,3387,2614,6001
Métro Beaubien (de St-Vallier / Beaubien),-73.60463261604308,45.53478444274838,Rosemont - La Petite-Patrie,8,9,17
Métro Beaudry (Beaudry / Ste-Catherine),-73.55593845248222,45.51888453178292,Ville-Marie,109,147,256
Métro Bonaventure (de la Gauchetière / de la Cathédrale),-73.56725603342056,45.49831217703312,Ville-Marie,4,4,8
Métro Champ-de-Mars (Viger / Sanguinet),-73.556508,45.510351,Ville-Marie,1121,1265,2386
Métro Charlevoix (Centre / Charlevoix),-73.56931865215302,45.4785381897129,Inconnu,0,1,1
Métro Crémazie (Crémazie / Lajeunesse),-73.638428,45.546408,Ahuntsic-Cartierville,1343,1341,2684
Métro Côte-Ste-Catherine (Beaucourt / de la Côte-Ste-Catherine),-73.633649,45.491513,Inconnu,0,1,1
Métro Fabre (Fabre / Jean-Talon),-73.60795050859451,45.54667895468375,Rosemont - La Petite-Patrie,76,65,141
Métro Frontenac (Ontario / du Havre),-73.552179,45.533706,Ville-Marie,2050,2914,4964
Métro Georges-Vanier (St-Antoine / Canning),-73.57656,45.4891,Le Sud-Ouest,899,777,1676
Métro Henri-Bourassa (Henri-Bourassa / Millen),-73.667162,45.556751,Ahuntsic-Cartierville,393,485,878
Métro Jolicoeur (de Sève / Drake),-73.58193710446358,45.45608545783109,Le Sud-Ouest,3,6,9
Métro Joliette  (Hochelaga / Joliette),-73.5511534,45.5469919,Mercier - Hochelaga-Maisonneuve,1765,1998,3763
Métro Lasalle (de Rushbrooke / Caisse),-73.56551858292733,45.47039991066639,Inconnu,0,7,7
Métro Laurier (Berri / St-Joseph),-73.586726,45.527231,Le Plateau-Mont-Royal,2745,1934,4679
Métro Lionel-Groulx (St-Jacques / Atwater),-73.5797026,45.4836285,Le Sud-Ouest,1178,1761,2939
Métro Lucien-L'Allier  (Lucien l'Allier / Argyle),-73.571124,45.494872,Ville-Marie,313,211,524
Métro Lucien-L'Allier (Lucien l'Allier / Argyle),-73.57112377882004,45.49487159597493,Ville-Marie,788,526,1314
Métro Mont-Royal (Utilités publiques / Rivard),-73.5815522,45.5242361,Le Plateau-Mont-Royal,6521,6432,12953
Métro Papineau (Dorion / De Maisonneuve),-73.552366,45.5238446,Ville-Marie,3055,3812,6867
Métro Parc  (Hutchison / Ogilvy),-73.6243924,45.5303513,Villeray - Saint-Michel - Parc-Extension,1226,1069,2295
Métro Peel (de Maisonneuve / Stanley),-73.57507,45.50038,Ville-Marie,3757,3434,7191
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),-73.5513747,45.5543734,Mercier - Hochelaga-Maisonneuve,1713,1436,3149
Métro Place-d'Armes (St-Urbain / Viger),-73.55969488620758,45.5063863763071,Inconnu,0,7,7
Métro Place-d'Armes (Viger / St-Urbain),-73.55976,45.50623,Ville-Marie,1133,2252,3385
Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance),-73.56881439685822,45.50820461505136,Ville-Marie,18,24,42
Métro Préfontaine (Moreau / Hochelaga),-73.5542231798172,45.541374968866094,Mercier - Hochelaga-Maisonneuve,83,133,216
Métro Radisson (Sherbrooke / des Groseilliers),-73.53965610265732,45.58917500418707,Inconnu,0,1,1
Métro Rosemont (de St-Vallier / Rosemont),-73.59804779291153,45.531921043052655,Rosemont - La Petite-Patrie,192,138,330
Métro Sauvé (Berri / Sauvé),-73.656367,45.550692,Ahuntsic-Cartierville,828,697,1525
Métro Sherbrooke (de Rigaud / Berri),-73.567971,45.518292,Le Plateau-Mont-Royal,5032,3934,8966
Métro St-Laurent ( de Maisonneuve / St-Laurent),-73.5649373,45.5107698,Ville-Marie,2514,3929,6443
Métro St-Laurent (de Maisonneuve / St-Laurent),-73.56512099504471,45.51074821798916,Ville-Marie,2,5,7
Métro St-Michel (Shaughnessy / St-Michel),-73.599658,45.559199,Villeray - Saint-Michel - Parc-Extension,515,569,1084
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),-73.6182689666748,45.50363996257211,Côte-des-Neiges - Notre-Dame-de-Grâce,1,1,2
Métro Vendôme (de Marlowe / de Maisonneuve),-73.60473453998564,45.47393028235147,Inconnu,0,18,18
Métro Verdun (Willibrord / de Verdun),-73.57252441513992,45.45944220460236,Verdun,5,0,5
Métro Verdun (Willibrord/ de Verdun),-73.57247931886377,45.45944369868444,Inconnu,0,4,4
Métro Viau ( Pierre-de-Coubertin / Viau),-73.5462677,45.5622187,Mercier - Hochelaga-Maisonneuve,1062,951,2013
Métro Villa-Maria (de Monkland / Décarie),-73.61956179141998,45.4790046017838,Côte-des-Neiges - Notre-Dame-de-Grâce,2,0,2
Métro de l'Église (Ross / de l'Église),-73.565876549128,45.46283577794114,Verdun,14,19,33
Notre-Dame  / St-Martin,-73.5687178,45.4883019,Le Sud-Ouest,1208,1642,2850
Notre-Dame / St-Gabriel,-73.555119,45.507144,Ville-Marie,757,740,1497
Notre-Dame / St-Martin,-73.56871783733366,45.48830194643546,Le Sud-Ouest,3,5,8
O'Brien / Poirier,-73.69143962860107,45.52252484113786,Saint-Laurent,1,1,2
Omer-Lavallée / du Midway,-73.562175,45.545776,Rosemont - La Petite-Patrie,1605,1562,3167
Ontario / Ville-Marie,-73.5349345,45.5600196,Mercier - Hochelaga-Maisonneuve,750,758,1508
Ottawa / William,-73.564063,45.489727,Le Sud-Ouest,945,972,1917
Ottawa / du Séminaire,-73.5615993,45.4912954,Le Sud-Ouest,1127,1451,2578
Papineau / Émile-Journault,-73.633568,45.559884,Villeray - Saint-Michel - Parc-Extension,201,182,383
Parc Aimé-Léonard (Gouin / Ste-Gertrude),-73.63850623369217,45.60835820969716,Montréal-Nord,8,8,16
Parc Baldwin (Chapleau / Sherbrooke),-73.56201391202376,45.53536352346638,Le Plateau-Mont-Royal,140,94,234
Parc Beaubien Outremont (Stuart / St-Viateur),-73.60827505588531,45.51596969492228,Outremont,41,36,77
Parc Benny (Benny / de Monkland),-73.6315867306621,45.46691310542626,Côte-des-Neiges - Notre-Dame-de-Grâce,1,2,3
Parc Champdoré (Champdoré / de Lille),-73.63642623429769,45.5692509593831,Villeray—Saint-Michel—Parc-Extension,16,19,35
Parc Courbertin (Valéry / Perrier),-73.60809333622456,45.5839877335556,Saint-Léonard,4,6,10
Parc Ernest-Rouleau (Gouin),-73.61631497740746,45.63131269772338,Rivière-des-Prairies - Pointe-aux-Trembles,1,1,2
Parc Eusèbe-Ménard (Gouin / St-Vital),-73.64874824881554,45.59253950875074,Montréal-Nord,1,2,3
Parc Garibaldi (Liénart / Bélanger),-73.570396900177,45.586476480180046,Saint-Léonard,10,11,21
Parc Georges St-Pierre (Oxford / Upper Lachine),-73.60943913459778,45.46887995929811,Côte-des-Neiges - Notre-Dame-de-Grâce,1,3,4
Parc Henri-Julien (Legendre / Henri-Julien),-73.64650368695946,45.54612833838664,Ahuntsic-Cartierville,320,361,681
Parc Henri-Julien (Legendre/Henri-Julien),-73.6465037,45.5461283,Ahuntsic-Cartierville,275,264,539
Parc Hilda-Ramacière (de Bullion / Prince-Arthur),-73.57212960720062,45.51562131982338,Le Plateau-Mont-Royal,61,59,120
Parc Honoré-Mercier (Notre-Dame / Liébert),-73.51035632193089,45.59275253568305,Mercier - Hochelaga-Maisonneuve,2,4,6
Parc Howard (de l'Épée / de Liège),-73.64188581705093,45.53318929909303,Villeray—Saint-Michel—Parc-Extension,13,22,35
Parc Hébert (Colbert / Provencher),-73.59370462596415,45.57237805962001,Inconnu,0,6,6
Parc Jeanne-Mance (du Mont-Royal / du Parc),-73.589,45.517,Le Plateau-Mont-Royal,3645,1938,5583
Parc Jeanne-Mance (monument sir George-Étienne-Cartier),-73.5848641,45.5148749,Le Plateau-Mont-Royal,3387,1640,5027
Parc Joseph-Robin (18e avenue / Everett),-73.59580412507057,45.56481129244175,Villeray—Saint-Michel—Parc-Extension,24,29,53
Parc Kent (de Kent / Hudson),-73.62945914268494,45.5057209331225,Côte-des-Neiges - Notre-Dame-de-Grâce,1,1,2
Parc Kirkland (des Érables / Boyer),-73.65079946815968,45.44606092178209,Lachine,1,1,2
Parc LaSalle (10e avenue / Victoria),-73.67273926734924,45.43805550384184,Inconnu,0,1,1
Parc Labelle (LaSalle / Henri-Duhamel),-73.56998920440674,45.47256100297732,Verdun,4,17,21
Parc Lalancette (de Rouen / Valois),-73.5471260547638,45.54814504700217,Mercier - Hochelaga-Maisonneuve,29,54,83
Parc Luigi-Pirandello (de Bretagne / Jean-Rivard),-73.60258877277374,45.57940569041942,Saint-Léonard,2,2,4
Parc MacDonald (Clanranald / Isabella),-73.63497912883759,45.48274245886277,Côte-des-Neiges - Notre-Dame-de-Grâce,1,1,2
Parc Maisonneuve (Viau / Sherbrooke),-73.5555911064148,45.56493679334249,Rosemont - La Petite-Patrie,106,115,221
Parc Marlborough (Beauzèle / Robichaud),-73.72167885303497,45.52234149817879,Saint-Laurent,1,1,2
Parc Molson (d'Iberville / Beaubien),-73.5919816,45.5490223,Rosemont - La Petite-Patrie,2571,2372,4943
