station,lon,lat,nb_depart,nb_arrivee,nb_total,arrondissement
Métro Sherbrooke (de Rigaud / Berri),-73.56800436973572,45.51814312154928,30649,20737,51386,Le Plateau-Mont-Royal
Métro Snowdon (Circle / Queen-Mary),-73.6275440454483,45.48514885008702,7591,6768,14359,Côte-des-Neiges - Notre-Dame-de-Grâce
Métro St-Laurent ( de Maisonneuve / St-Laurent),-73.56512099504471,45.51074821798916,1199,1519,2718,Ville-Marie
Métro St-Laurent (de Maisonneuve / St-Laurent),-73.56512099504471,45.51074821798916,27559,41149,68708,Ville-Marie
Métro St-Michel (Shaughnessy / St-Michel),-73.59951764345168,45.55897660298603,7671,7672,15343,Villeray—Saint-Michel—Parc-Extension
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),-73.6182689666748,45.50363996257211,14855,10594,25449,Côte-des-Neiges - Notre-Dame-de-Grâce
Métro Vendôme (de Marlowe / de Maisonneuve),-73.60473453998564,45.47393028235147,23758,23173,46931,Côte-des-Neiges - Notre-Dame-de-Grâce
Métro Verdun (Willibrord / de Verdun),-73.57247931886377,45.45944369868444,9211,9897,19108,Verdun
Métro Verdun (Willibrord/ de Verdun),-73.57247931886377,45.45944369868444,3118,3360,6478,Verdun
Métro Viau ( Pierre-de-Coubertin / Viau),-73.54626774787903,45.56221872617909,3738,3824,7562,Mercier - Hochelaga-Maisonneuve
Métro Viau (Pierre-de-Coubertin / Viau),-73.54626774787903,45.56221872617909,8873,8840,17713,Mercier - Hochelaga-Maisonneuve
Métro Villa-Maria (de Monkland / Décarie),-73.61959934234618,45.4789683985657,8631,4154,12785,Côte-des-Neiges - Notre-Dame-de-Grâce
Métro de Castelnau (de Castelnau / St-Laurent),-73.61981123685837,45.53552563367942,11287,10342,21629,Villeray—Saint-Michel—Parc-Extension
Métro de l'Église (Ross / de l'Église),-73.565876549128,45.46283577794114,11301,12831,24132,Verdun
Métro de la Concorde (Léo-Lacombe),-73.7091851234436,45.5604898518365,1473,1312,2785,Laval
Métro de la Savane (Décarie / de Sorel),-73.66171056035454,45.500251758943925,2392,2399,4791,Côte-des-Neiges - Notre-Dame-de-Grâce
Métro du Collège (Cartier / Décarie),-73.6729645729065,45.50843904979172,3152,3052,6204,Saint-Laurent
Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy),-73.61140972936482,45.5102725432849,10665,8858,19523,Outremont
Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy)_SWAP ECO 5,-73.6114051938057,45.510200304274754,2,0,2,Outremont
N.-P. Lapierre / Armand-Frappier,-73.34458894098134,45.57978196712583,140,134,274,Sainte-Julie
Natatorium (LaSalle / Rolland),-73.57542979723802,45.4443505862464,6818,7207,14025,Verdun
Newman / Senkus,-73.61375212669373,45.44404309237571,2351,2428,4779,LaSalle
Nicolet / Sherbrooke,-73.55464696884155,45.54969542033443,5342,4875,10217,Mercier - Hochelaga-Maisonneuve
Notre-Dame / Gauvin,-73.56027960777283,45.49997974915214,366,472,838,Ville-Marie
Notre-Dame / St-Gabriel,-73.55511903762817,45.50714391928411,5603,6186,11789,Ville-Marie
Notre-Dame / St-Martin,-73.56871783733366,45.48830194643546,9610,11429,21039,Le Sud-Ouest
Notre-Dame-de-Grâce / Décarie,-73.61529976129532,45.477332647079656,3422,2528,5950,Côte-des-Neiges - Notre-Dame-de-Grâce
Notre-Dame-de-Grâce / Westmount,-73.61122308304402,45.48046706437983,2181,1967,4148,Westmount
O'Brien / Poirier,-73.69143962860107,45.52252484113786,1433,1383,2816,Saint-Laurent
Omer-Lavallée / du Midway,-73.56217458844185,45.5457759528664,9722,9496,19218,Rosemont - La Petite-Patrie
Ontario / Sicard,-73.53744059801102,45.55626186680846,8146,9683,17829,Mercier - Hochelaga-Maisonneuve
Ontario / Ville-Marie,-73.534934520776,45.56001959585449,6141,7152,13293,Mercier - Hochelaga-Maisonneuve
Ottawa / Peel,-73.55937838554382,45.49417217345992,1974,2073,4047,Le Sud-Ouest
Ottawa / William,-73.56406286358833,45.48972725318433,10296,10774,21070,Le Sud-Ouest
Ottawa / du Séminaire,-73.56159925460815,45.4912954250061,17075,21875,38950,Le Sud-Ouest
Ouimet / Goineau,-73.68799567222595,45.57504823374693,723,807,1530,Laval
Panet / Ste-Catherine,-73.55491518974304,45.52002998668944,8657,9875,18532,Ville-Marie
Papineau / Émile-Journault,-73.63356828689575,45.55988367688166,3710,4031,7741,Villeray—Saint-Michel—Parc-Extension
Papineau/Émile-Journault,-73.63352854128607,45.55991753389444,5,8,13,Villeray—Saint-Michel—Parc-Extension
Parc Aimé-Léonard (Gouin / Ste-Gertrude),-73.63850623369217,45.60835820969716,1033,1067,2100,Montréal-Nord
Parc Armand-Bombardier (Perras / Armand-Bombardier),-73.5961118,45.6391233,509,523,1032,Rivière-des-Prairies - Pointe-aux-Trembles
Parc Atwater (Saint-Charles),-73.57314472410508,45.47730088343685,4712,5313,10025,Le Sud-Ouest
Parc Baldwin (Chapleau / Sherbrooke),-73.56201391202376,45.53536352346638,5949,4238,10187,Le Plateau-Mont-Royal
Parc Bariteau (Saint-Georges),-73.49484494889111,45.507181850364056,503,566,1069,Longueuil
Parc Beaubien Outremont (Stuart / St-Viateur),-73.60827505588531,45.51596969492228,3641,3422,7063,Outremont
Parc Beaulac (rue Élizabeth),-73.67795147001743,45.5200557245067,456,481,937,Saint-Laurent
Parc Beaulac (Élizabeth),-73.67795147001743,45.5200557245067,189,207,396,Saint-Laurent
Parc Benny (Benny / de Monkland),-73.63153114914894,45.46693565237702,5222,5371,10593,Côte-des-Neiges - Notre-Dame-de-Grâce
Parc Chamberland (Dorais / de l'Église),-73.689113,45.502989,1000,1104,2104,Saint-Laurent
Parc Champdoré (Champdoré / de Lille),-73.63642623429769,45.5692509593831,1565,1664,3229,Villeray—Saint-Michel—Parc-Extension
Parc Charleroi (Alfred / Louis-Francoeur),-73.62360253930092,45.59953472156509,468,541,1009,Montréal-Nord
Parc Chenier (de l'Aréna / Chenier),-73.5432904958725,45.60248649638568,1036,1047,2083,Anjou
Parc Chopin (Dumouchel / Tessier),-73.7370860205192,45.570726609302966,387,395,782,Laval
Parc Courbertin (Valéry / Perrier),-73.60809333622456,45.5839877335556,1569,1706,3275,Saint-Léonard
Parc D.-E.-Joyal (Édouard / Windsor),-73.47395724618764,45.50073113467841,520,533,1053,Longueuil
Parc Delorme (Malouin / Laferté),-73.5902694,45.5904902,1168,1204,2372,Saint-Léonard
Parc Ernest-Rouleau (Gouin),-73.61631497740746,45.63131269772338,977,999,1976,Rivière-des-Prairies - Pointe-aux-Trembles
Parc Eusèbe-Ménard (Gouin / St-Vital),-73.64874824881554,45.59253950875074,1835,1931,3766,Montréal-Nord
Parc Ferland (Belleherbe / Albanel),-73.59529852867126,45.59573798024675,1298,1322,2620,Saint-Léonard
Parc Félix-Leclerc (François-Boivin / St-Zotique),-73.56275528669356,45.5914549914687,1625,1686,3311,Mercier - Hochelaga-Maisonneuve
Parc Garibaldi (Liénart / Bélanger),-73.570396900177,45.586476480180046,1856,1934,3790,Saint-Léonard
Parc Georges St-Pierre (Oxford / Upper Lachine),-73.60943913459778,45.46887995929811,4494,4509,9003,Côte-des-Neiges - Notre-Dame-de-Grâce
Parc Grovehill (St-Antoine / Ivan-Franko),-73.69487822055817,45.43982382100397,597,647,1244,Lachine
Parc Hector-Toe-Blake (du Sussex / René-Lévesque),-73.58088755610879,45.48915410275294,6438,5595,12033,Ville-Marie
Parc Henri-Dunant (Léger / Henri-Dunant),-73.6752020941276,45.56843961893042,811,819,1630,Laval
Parc Henri-Julien (Legendre / Henri-Julien),-73.64650368695946,45.54612833838664,4278,4496,8774,Ahuntsic-Cartierville
Parc Hilda-Ramacière (de Bullion / Prince-Arthur),-73.57212960720062,45.51562131982338,13515,11991,25506,Le Plateau-Mont-Royal
Parc Honoré-Mercier (Notre-Dame / Liébert),-73.51035632193089,45.59275253568305,3753,4305,8058,Mercier - Hochelaga-Maisonneuve
Parc Howard,-73.64228380847635,45.53337693203317,2,2,4,Villeray—Saint-Michel—Parc-Extension
Parc Howard (de l'Épée / de Liège),-73.64228380847635,45.53337693203317,3874,4024,7898,Villeray—Saint-Michel—Parc-Extension
Parc Hébert (Colbert / Provencher),-73.59370462596415,45.57237805962001,2982,3101,6083,Saint-Léonard
Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),-73.561916,45.551584,5495,4697,10192,Rosemont - La Petite-Patrie
Parc Jean-Drapeau (Chemin Macdonald),-73.53212228978008,45.512470265414784,29427,31715,61142,Ville-Marie
Parc Jeanne-Mance (du Mont-Royal / du Parc),-73.58910799026489,45.51689731423111,26986,20941,47927,Le Plateau-Mont-Royal
Parc Jeanne-Mance (du Mont-Royal/du Parc),-73.58911652441746,45.5169290827898,101,97,198,Le Plateau-Mont-Royal
Parc Jeanne-Mance (monument sir George-Étienne-Cartier),-73.58486406505108,45.51487490356938,26302,19032,45334,Le Plateau-Mont-Royal
Parc Joseph-Robin (18e avenue / Everett),-73.59580412507057,45.56481129244175,5105,5188,10293,Villeray—Saint-Michel—Parc-Extension
Parc Joyce (Rockland / Lajoie),-73.614991,45.515617,3093,2839,5932,Outremont
Parc Kent (de Kent / Hudson),-73.62945914268494,45.5057209331225,2010,1956,3966,Côte-des-Neiges - Notre-Dame-de-Grâce
Parc Kirkland (des Érables / Boyer),-73.65079946815968,45.44606092178209,1756,1862,3618,Lachine
Parc LaSalle (10e avenue / Victoria),-73.67273926734924,45.43805550384184,1200,1295,2495,Lachine
Parc Labelle (LaSalle / Henri-Duhamel),-73.56998920440674,45.47256100297732,6185,7062,13247,Verdun
Parc Lacharité (Latour / Forget),-73.62338548639853,45.41773748108526,1140,1183,2323,LaSalle
Parc Lalancette (de Rouen / Valois),-73.5471260547638,45.54814504700217,9493,12491,21984,Mercier - Hochelaga-Maisonneuve
Parc Laurier (Laurier / Dubuc),-73.47374618053436,45.53361054753236,607,624,1231,Longueuil
Parc Loyola (Doherty / Somerled),-73.64468067884445,45.45973217968101,2707,3111,5818,Côte-des-Neiges - Notre-Dame-de-Grâce
Parc Ludger-Duvernay (St-André / St-Hubert),-73.59242051839828,45.53147464147482,8343,7394,15737,Le Plateau-Mont-Royal
Parc Luigi-Pirandello (de Bretagne / Jean-Rivard),-73.60258877277374,45.57940569041942,1523,1627,3150,Saint-Léonard
Parc MacDonald (Clanranald / Isabella),-73.63497912883759,45.48274245886277,2825,3000,5825,Côte-des-Neiges - Notre-Dame-de-Grâce
Parc Maisonneuve (Viau / Sherbrooke),-73.5555911064148,45.56493679334249,11700,11377,23077,Rosemont - La Petite-Patrie
Parc Marlborough (Beauzèle / Robichaud),-73.72167885303497,45.52234149817879,426,491,917,Saint-Laurent
Parc Maurice-Bélanger (Hébert / Denommée),-73.63171823322773,45.5877138098252,1030,1080,2110,Montréal-Nord
Parc Molson (d'Iberville / Beaubien),-73.59198164194822,45.54902230455398,8564,8415,16979,Rosemont - La Petite-Patrie
Parc Nicolas-Tillemont (des Érables / Villeray),-73.61255215771962,45.55463653358596,4683,4783,9466,Villeray—Saint-Michel—Parc-Extension
Parc Noel-Nord (Toupin / Keller),-73.72661411762238,45.51758306374252,620,656,1276,Saint-Laurent
Parc Olympique (Pie-IX / Sherbrooke),-73.55370283126831,45.554824549823,4015,4067,8082,Mercier - Hochelaga-Maisonneuve
Parc Ottawa (de Belleville / Fleury),-73.6412434,45.58116,1647,1684,3331,Montréal-Nord
Parc Plage,-73.52748987080304,45.50263299287665,4505,4629,9134,Ville-Marie
Parc Plage_Swap eco5,-73.52749290572318,45.50263433100114,8,13,21,Le Plateau-Mont-Royal
Parc Pratt (Dunlop / Van Horne),-73.61968517303467,45.51491895406188,4065,3848,7913,Outremont
Parc Père-Marquette (Chambord / Rosemont),-73.59321847558022,45.53708783301333,16712,11410,28122,Rosemont - La Petite-Patrie
Parc Reine-Élizabeth (Penniston / Crawford),-73.59173655509949,45.43914465255811,1289,1405,2694,Verdun
Parc Sauvé (Balzac / de Bayonne),-73.63657951360437,45.598880374710674,311,352,663,Montréal-Nord
Parc St-Claude (7e Avenue / 8e rue),-73.69186341762543,45.56206585263884,612,615,1227,Laval
Parc St-Gabriel (Grand Trunk / Ropery),-73.56572315096855,45.478545712518894,5160,5641,10801,Le Sud-Ouest
Parc St-Henri (Laporte / Guay),-73.58560770750046,45.4801160762769,3875,4544,8419,Le Sud-Ouest
Parc St-Laurent (Dutrisac),-73.68911147117615,45.52591381815231,555,611,1166,Saint-Laurent
Parc St-Laurent (Salk / Thomas-Chapais),-73.6287838,45.6062348,644,720,1364,Montréal-Nord
Parc St-Louis (St-Joseph / 34e avenue),-73.69349151849747,45.432839840726125,2284,2323,4607,Lachine
Parc St-Patrick (St-Patrick / St-Columban),-73.55899317193689,45.48870785150952,10332,11103,21435,Le Sud-Ouest
Parc St-Paul (Le Caron / Marc-Sauvalle),-73.58412176370621,45.46174102134744,6682,7004,13686,Le Sud-Ouest
Parc St-Sacrement (des Seigneurs / St-Sacrement),-73.63957804443088,45.70234934325735,228,316,544,Terrebonne
Parc Stoney-Point (St-Joseph / 47e avenue),-73.70836973190308,45.43656827071224,1164,1223,2387,Lachine
Parc Summerlea (53e avenue / St-Joseph),-73.71546685695648,45.43836713933041,1303,1371,2674,Lachine
Parc Van Horne (de la Peltrie / de Westbury),-73.63852232694626,45.490494421832885,2140,2452,4592,Côte-des-Neiges - Notre-Dame-de-Grâce
Parc Villeray (Christophe-Colomb / Jarry),-73.62365484237671,45.54851320767612,7454,7481,14935,Villeray—Saint-Michel—Parc-Extension
Parc Wilfrid-Bastien (Lacordaire / des Galets),-73.5952181,45.5864002,1570,1623,3193,Saint-Léonard
Parc d'Antioche (Place d'Antioche / St-Zotique),-73.5596626996994,45.59566584124368,1119,1286,2405,Anjou
Parc de Beauséjour (Gouin / Henri-d'Arles),-73.730423,45.526765,934,978,1912,Ahuntsic-Cartierville
Parc de Dieppe,-73.5439610481262,45.501863463435576,4529,4517,9046,Ville-Marie
Parc de Dieppe (Pierre-Dupuy),-73.5439610481262,45.501863463435576,2364,2374,4738,Ville-Marie
Parc de Montréal-Est (Notre-Dame / David),-73.50989364087582,45.61316323215739,638,691,1329,Montréal-Est
Parc de l'Hôtel-de-Ville (Ste-Julie / Laurendeau),-73.4948467835784,45.63068604376728,587,637,1224,Montréal-Est
Parc de la Confédération (Fielding / West Hill),-73.64002168178558,45.47188199358608,5308,5786,11094,Côte-des-Neiges - Notre-Dame-de-Grâce
Parc de la Louisiane (31e avenue / de Bellechasse),-73.57124984264374,45.566542615726334,3215,3067,6282,Rosemont - La Petite-Patrie
Parc des Hirondelles (Fleury / André-Jobin),-73.646759390831,45.5762948651025,1145,1240,2385,Ahuntsic-Cartierville
Parc des Rapides (LaSalle / 6e avenue),-73.59309915918857,45.42947143740888,5881,6174,12055,LaSalle
Parc des Vétérans (des Vétérans / Broadway),-73.50819479674101,45.63147192165401,153,172,325,Montréal-Est
Parc du Bois-Franc (de l'Équateur / des Andes),-73.71306091547012,45.51317758246596,1167,1223,2390,Saint-Laurent
Parc du Mail (Bois de Coulonges / du Mail),-73.54596734046936,45.59833498124187,649,657,1306,Anjou
Parc du Pélican (1ere Ave / Masson),-73.57644259929657,45.54518840394769,17726,16182,33908,Rosemont - La Petite-Patrie
Parc du Pélican (1ère Ave / Masson),-73.57644259929657,45.54518840394769,739,727,1466,Rosemont - La Petite-Patrie
Parc du Pélican (2e avenue / St-Joseph),-73.5717111825943,45.54458083116821,7373,7160,14533,Rosemont - La Petite-Patrie
Parc nature de l'Île-de-la-Visitation (Gouin / de Bruchési),-73.65595400333405,45.57833184623925,3229,3603,6832,Ahuntsic-Cartierville
Park Row O / Sherbrooke,-73.63407254219055,45.46072936353252,4575,4829,9404,Côte-des-Neiges - Notre-Dame-de-Grâce
Parthenais / Larivière,-73.55784621096973,45.53025954525953,10353,12171,22524,Ville-Marie
Parthenais / du Mont-Royal,-73.57141345739365,45.53640396516409,20056,19519,39575,Le Plateau-Mont-Royal
Paré / Mountain Sights,-73.65294188261032,45.49810026070624,3595,3840,7435,Côte-des-Neiges - Notre-Dame-de-Grâce
Paré / Mountain Sights_SWAP ECO 5,-73.6530089378357,45.49808281150267,5,6,11,Ville-Marie
Patricia / Sherbrooke,-73.6417007446289,45.45523900436301,816,865,1681,Côte-des-Neiges - Notre-Dame-de-Grâce
Paul-Boutet/Des Regratiers,-73.61538398272387,45.55982621051128,12,12,24,Villeray—Saint-Michel—Parc-Extension
Peel / Notre-Dame,-73.56329441070557,45.49544692088696,16166,24764,40930,Ville-Marie
Peel / Ottawa,-73.55998456478119,45.49419955357054,28973,37795,66768,Le Sud-Ouest
Pierce / Maisonneuve,-73.57973098754883,45.49515361872507,9730,9459,19189,Ville-Marie
Pierce / Ste-Catherine,-73.57859909534454,45.49450684445684,1316,1213,2529,Ville-Marie
Pierre-Péladeau / du Centropolis,-73.74370649456978,45.56251175219665,811,764,1575,Laval
Pierre-de-Coubertin / Aird,-73.54830354452133,45.55903106539297,11446,11718,23164,Mercier - Hochelaga-Maisonneuve
Pierre-de-Coubertin / Langelier,-73.5353136062622,45.580314546424674,2033,2177,4210,Mercier - Hochelaga-Maisonneuve
Pierre-de-Coubertin/Viau,-73.54622590548388,45.56228814999496,14,17,31,Mercier - Hochelaga-Maisonneuve
Place Charles-Le Moyne (St-Charles),-73.51951967460082,45.52504512475178,5284,5381,10665,Longueuil
Place Longueuil,-73.51716578006744,45.52841043752244,475,456,931,Longueuil
Place Rodolphe-Rousseau (Gohier / Édouard-Laurin),-73.68249848484993,45.5129938566323,3222,3299,6521,Saint-Laurent
Place Valois (Valois / Ontario),-73.54339510202408,45.54714142711512,10534,11891,22425,Mercier - Hochelaga-Maisonneuve
Place des Festivals (du Président-Kennedy / de Bleury),-73.56932401657104,45.50764392965887,13898,21089,34987,Ville-Marie
Place du Canada (Peel / des Canadiens-de-Montréal),-73.56825113296509,45.497795545133336,16209,13957,30166,Ville-Marie
Place du Commerce,-73.54259,45.46714,7274,8256,15530,Verdun
Place du Village (St-Jean-Baptiste / Notre-Dame),-73.49011301994324,45.640002860465096,712,739,1451,Rivière-des-Prairies - Pointe-aux-Trembles
Plessis / Logan,-73.55725058932876,45.5218942750191,5212,5873,11085,Ville-Marie
Plessis / Ontario,-73.56109768152237,45.523593057451045,12895,14267,27162,Ville-Marie
Plessis / René-Lévesque,-73.55190977454185,45.51937504116866,3836,4903,8739,Ville-Marie
Plymouth / Chem.Eden,-73.66047888994217,45.50648882378224,2392,2440,4832,Mont-Royal
Pontiac / Gilford,-73.58576595783234,45.527009334270645,27,26,53,Le Plateau-Mont-Royal
Poupart / Logan,-73.54900679552884,45.52997432204594,6187,7144,13331,Ville-Marie
Poupart / Ontario,-73.55348825454712,45.53183672649831,7521,9782,17303,Ville-Marie
Pratt / Bates,-73.62631559371948,45.51694782364431,5208,5383,10591,Outremont
Prince-Arthur / St-Urbain,-73.5737282037735,45.51262123436571,15026,10784,25810,Le Plateau-Mont-Royal
Prince-Arthur / Ste-Famille,-73.57463479042053,45.511670167106246,1420,1276,2696,Le Plateau-Mont-Royal
Prince-Arthur / du Parc,-73.5755842924118,45.51044465753362,32355,29323,61678,Le Plateau-Mont-Royal
Principale / Jean-Duceppe,-73.34771825004282,45.587907229193526,187,167,354,Sainte-Julie
Préfontaine / Marcel-Pépin,-73.55942063033581,45.54365380040509,2905,2426,5331,Rosemont - La Petite-Patrie
Préfontaine/Hochelaga,-73.55444365743097,45.542231957614106,18,19,37,Mercier - Hochelaga-Maisonneuve
Péloquin / Fleury,-73.6599015713,45.55702223161539,3142,3306,6448,Ahuntsic-Cartierville
Quai Yvon-Julien (Marie-Victorin / de Montarville),-73.45692034810781,45.60671804224378,846,791,1637,Boucherville
Quai de la navette fluviale,-73.53842496871948,45.51366626207095,3551,3843,7394,Ville-Marie
Queen / Wellington,-73.55534970760345,45.49760527699099,9057,10381,19438,Ville-Marie
Querbes / Laurier,-73.59790614807935,45.517503062030734,9796,9807,19603,Outremont
Rachel / de Brébeuf,-73.5727014299664,45.526911494644025,18346,16063,34409,Le Plateau-Mont-Royal
Redfern / Ste-Catherine,-73.59100565314293,45.48324938538366,807,827,1634,Westmount
Redpath / Sherbrooke,-73.58057856559753,45.49807529130555,4307,3640,7947,Ville-Marie
Regina / de Verdun,-73.57081098485651,45.46729397908692,7949,9083,17032,Verdun
René-Lévesque / Panet,-73.55219006538391,45.51862424058306,251,334,585,Ville-Marie
René-Lévesque / Papineau,-73.5499919950962,45.52097057660443,9942,12610,22552,Ville-Marie
René-Philippe / André-Charpentier,-73.49533898759546,45.49696767673768,759,801,1560,Longueuil
Richardson / Montmorency,-73.56032252311707,45.48496606116476,10686,13009,23695,Le Sud-Ouest
Richmond / des Bassins,-73.56500297784805,45.48752158511353,23121,27959,51080,Le Sud-Ouest
Rielle / Wellington,-73.56707096099854,45.46015321370746,1256,1397,2653,Verdun
Rivard / du Mont-Royal,-73.58263313770294,45.5245589565321,8684,8399,17083,Le Plateau-Mont-Royal
Robert-Bourassa / René-Lévesque,-73.56825381517409,45.5021829099012,9652,8524,18176,Ville-Marie
Robert-Bourassa / St-Maurice,-73.56055587530136,45.49837045828952,7759,8909,16668,Ville-Marie
Robin / 15e Rue,-73.69822025299072,45.55988743285077,578,655,1233,Laval
Robin / St-Timothée,-73.56129348278046,45.51862424058306,1622,1709,3331,Ville-Marie
Ropery / Augustin-Cantin,-73.56863468885422,45.48097552629275,9016,9619,18635,Le Sud-Ouest
Rosemont / Viau,-73.56666326522826,45.56833021674857,6316,5856,12172,Rosemont - La Petite-Patrie
Rousselot / Jarry,-73.62088680267334,45.55081979211847,5142,5188,10330,Villeray—Saint-Michel—Parc-Extension
Roy / Saint-Laurent,-73.57577390039296,45.51565182195085,16004,14843,30847,Le Plateau-Mont-Royal
Roy / St-André,-73.57036739587784,45.521564270906616,20985,19063,40048,Le Plateau-Mont-Royal
Roy / St-Denis,-73.5727,45.51908,24105,20430,44535,Le Plateau-Mont-Royal
Roy/St-André,-73.57037329677041,45.52161742271569,823,743,1566,Le Plateau-Mont-Royal
Ryde / Charlevoix,-73.5646007,45.4757434,7594,8347,15941,Le Sud-Ouest
Saint-Rémi / Valois,-73.72082591056824,45.583961790351886,330,330,660,Laval
Sanguinet / de Maisonneuve,-73.56259435415267,45.51340553558378,13528,18173,31701,Ville-Marie
Sauriol / Cartier O,-73.71622860431671,45.54743125923415,670,668,1338,Laval
Sewell / Roy,-73.57659816741943,45.51467743947122,11115,9950,21065,Le Plateau-Mont-Royal
Seymour / René-Lévesque,-73.57965856790543,45.48987430052744,41,64,105,Ville-Marie
Shearer / Centre,-73.56206325352105,45.4828250990486,8288,8892,17180,Le Sud-Ouest
Sherbrooke / Benny,-73.62700089812279,45.46489980721603,1075,1082,2157,Côte-des-Neiges - Notre-Dame-de-Grâce
Sherbrooke / Frontenac,-73.560796189131,45.53673221553339,5426,5942,11368,Ville-Marie
Sherbrooke / Frontenac_SWAP ECO 5,-73.56078756976785,45.53675879703562,25,36,61,Côte-des-Neiges - Notre-Dame-de-Grâce
Sherbrooke / Jeanne-d'Arc,-73.55496388156098,45.55398156058887,17429,16340,33769,Rosemont - La Petite-Patrie
Smith / Peel,-73.55641052126883,45.49276061084002,32001,37756,69757,Le Sud-Ouest
Souligny / Desmarteau,-73.51611837744713,45.60444089974122,1799,1951,3750,Mercier - Hochelaga-Maisonneuve
Square Nelligan (des Appalaches / Alexis-Nihon),-73.70799824595451,45.51431824920811,848,969,1817,Saint-Laurent
Square St-Louis (du Square St-Louis / Laval),-73.5701286792755,45.516090801970655,28660,22222,50882,Le Plateau-Mont-Royal
Square Victoria (Viger / du Square-Victoria),-73.56295,45.50206,5768,11679,17447,Ville-Marie
Square Viger (Berri / Viger),-73.55481594800949,45.5121682576952,18116,25346,43462,Ville-Marie
Square-Victoria (Viger / du Square-Victoria),-73.56294138360681,45.50208503935104,9620,18398,28018,Ville-Marie
Square-Victoria (Viger/du Square-Victoria),-73.56294138360681,45.50208503935104,108,79,187,Ville-Marie
St-Alexandre / Ste-Catherine,-73.5674786567688,45.50527354034462,15640,15697,31337,Ville-Marie
St-Alexandre / Viger,-73.5626620799303,45.50287438291294,788,942,1730,Ville-Marie
St-Ambroise / Louis-Cyr,-73.58094334602356,45.47519326260791,7173,8686,15859,Le Sud-Ouest
St-André /  Cherrier,-73.56770128011703,45.52050169308784,9152,6028,15180,Le Plateau-Mont-Royal
St-André / Cherrier,-73.567695915699,45.52051578783967,9129,5795,14924,Le Plateau-Mont-Royal
St-André / Cherrier_SWAP ECO 5,-73.56770128011703,45.52050169308784,24,22,46,Le Plateau-Mont-Royal
St-André / Laurier,-73.58760595321655,45.529485911283714,2981,2925,5906,Le Plateau-Mont-Royal
St-André / Ontario,-73.56353,45.51889,10918,14022,24940,Ville-Marie
St-André / Rachel,-73.57537156904073,45.52409561323593,10993,10088,21081,Le Plateau-Mont-Royal
St-André / Ste-Catherine,-73.55801045894623,45.516297540849614,23676,27752,51428,Ville-Marie
St-Antoine / 19e avenue,-73.68146234754022,45.43993803436114,674,717,1391,Lachine
St-Antoine / Jean-Paul Riopelle,-73.56064036488532,45.502939709023714,9985,13258,23243,Ville-Marie
St-Antoine / St-François-Xavier,-73.55918392539024,45.5045770667804,7487,9097,16584,Ville-Marie
St-Antoine / de la Montagne,-73.56859177350998,45.495369835210354,9024,9427,18451,Ville-Marie
St-Antoine/Jean-Paul Riopelle,-73.56058964667682,45.50304782909863,104,127,231,Ville-Marie
St-Charles / Labonté,-73.51376473903656,45.53530299560492,69,82,151,Longueuil
St-Charles / Montarville,-73.51536766939716,45.5335557310391,851,814,1665,Longueuil
St-Cuthbert / Clark,-73.57744306325912,45.51567168354896,15097,13921,29018,Le Plateau-Mont-Royal
St-Cyril / Wiseman,-73.61573964357376,45.52085479492202,10730,10131,20861,Outremont
St-Denis / Ste-Catherine,-73.5603104531765,45.51372291221464,16196,23104,39300,Ville-Marie
St-Dominique / Bernard,-73.60122251338906,45.52793332015246,7479,7191,14670,Le Plateau-Mont-Royal
St-Dominique / Gounod,-73.62778007984161,45.538591573269706,6661,6502,13163,Villeray—Saint-Michel—Parc-Extension
St-Dominique / Jean-Talon,-73.6175217570053,45.53520398241678,9621,8027,17648,Villeray—Saint-Michel—Parc-Extension
St-Dominique / Laurier,-73.59245739877223,45.52361490311454,26484,24048,50532,Le Plateau-Mont-Royal
St-Dominique / Napoléon,-73.57722043991089,45.51666442219882,19536,17824,37360,Le Plateau-Mont-Royal
St-Dominique / Rachel,-73.581566,45.518593,25841,23381,49222,Le Plateau-Mont-Royal
St-Dominique / St-Viateur,-73.5982757806778,45.52655700191558,12033,9063,21096,Le Plateau-Mont-Royal
St-Dominique / St-Viateur Nord,-73.59916895627975,45.526967994427125,6380,6816,13196,Le Plateau-Mont-Royal
St-Dominique / St-Zotique,-73.6110632121563,45.53226461018495,23959,21521,45480,Rosemont - La Petite-Patrie
St-Dominique / de Bellechasse,-73.60488876700401,45.52952466565309,18069,14477,32546,Rosemont - La Petite-Patrie
St-Dominique / du Mont-Royal,-73.5857605934143,45.52058062365273,20584,17075,37659,Le Plateau-Mont-Royal
St-Dominique / du Mont-Royal_SWAP ECO 5,-73.58585549522104,45.520555938306174,0,1,1,Inconnu
St-Germain / Hochelaga,-73.5534825682771,45.543652466151,5017,6043,11060,Mercier - Hochelaga-Maisonneuve
St-Grégoire / Christophe-Colomb,-73.58993947505951,45.53255611409675,15716,12559,28275,Le Plateau-Mont-Royal
St-Hubert / Duluth,-73.57418417930603,45.52242565278864,19486,16643,36129,Le Plateau-Mont-Royal
