station,lon,lat,nb_depart,nb_arrivee,nb_total,arrondissement
Garnier / Mont-Royal,-73.5761762317452,45.53075597398246,1142,1025,2167,Le Plateau-Mont-Royal
Garnier / St-Grégoire,-73.58710169792175,45.5358215436799,10457,9793,20250,Le Plateau-Mont-Royal
Garnier / St-Joseph,-73.58165103477404,45.53329492220251,8022,7268,15290,Le Plateau-Mont-Royal
Garnier / Villeray,-73.61605471489383,45.54948004519436,7825,7763,15588,Villeray—Saint-Michel—Parc-Extension
Garnier / du Mont-Royal,-73.5761762317452,45.53075597398246,14559,12936,27495,Le Plateau-Mont-Royal
Gary-Carter / St-Laurent,-73.62258464097977,45.53613488953656,19174,17419,36593,Villeray—Saint-Michel—Parc-Extension
Gauthier / Papineau,-73.56733649969101,45.52966629503036,2131,1861,3992,Le Plateau-Mont-Royal
Gauthier / Parthenais,-73.56377989053726,45.53292625574653,8443,7514,15957,Le Plateau-Mont-Royal
Gauthier / de Lorimier,-73.56536373496056,45.53166363055749,17478,15948,33426,Le Plateau-Mont-Royal
Georges-Baril / Sauriol,-73.65585073828697,45.55751830545935,749,815,1564,Ahuntsic-Cartierville
Georges-Vanier /  Notre-Dame,-73.57192163679429,45.48504525051504,2789,3047,5836,Le Sud-Ouest
Georges-Vanier / Notre-Dame,-73.5719633102417,45.48504797982277,2366,2709,5075,Le Sud-Ouest
Gilford / Papineau,-73.57823699712753,45.5343936461316,11845,11423,23268,Le Plateau-Mont-Royal
Gilford / St-Denis,-73.58558893203735,45.52497612960628,25139,21678,46817,Le Plateau-Mont-Royal
Gilford / de Brébeuf,-73.58155757188797,45.530870247773066,11284,10109,21393,Le Plateau-Mont-Royal
Gilford / des Érables,-73.57534691691399,45.53728040418993,8967,8659,17626,Le Plateau-Mont-Royal
Gloria / Dollard,-73.633883446455,45.42971096449354,1525,1622,3147,LaSalle
Graham / Brookfield,-73.62985610961914,45.52022241072457,4254,4497,8751,Mont-Royal
Graham / Kindersley,-73.64694982767105,45.514080696641386,3623,3982,7605,Mont-Royal
Graham / Laird,-73.64198505878448,45.5164742080171,754,779,1533,Mont-Royal
Graham / Wicksteed,-73.64048302173615,45.51693654712809,2908,3120,6028,Mont-Royal
Grand Boulevard / Sherbrooke,-73.62334638833998,45.46659823105616,6784,6840,13624,Côte-des-Neiges - Notre-Dame-de-Grâce
Grand Boulevard / de Terrebonne,-73.63165721297264,45.470535000953966,4178,4600,8778,Côte-des-Neiges - Notre-Dame-de-Grâce
Greene / Workman,-73.57935216285114,45.481069047931975,5453,7862,13315,Le Sud-Ouest
Grenet / Poirier,-73.69875401258469,45.51871924623225,1204,1325,2529,Saint-Laurent
Grey / Sherbrooke,-73.60617488622665,45.47629426230192,4934,4799,9733,Côte-des-Neiges - Notre-Dame-de-Grâce
Guizot / St-Denis,-73.63246187567711,45.543423548290185,7541,6785,14326,Villeray—Saint-Michel—Parc-Extension
Guizot / St-Laurent,-73.63450437784195,45.53968044327973,5118,4887,10005,Villeray—Saint-Michel—Parc-Extension
Guy / Barré,-73.56628775596619,45.4897009285845,3655,4062,7717,Le Sud-Ouest
Guy / Notre-Dame,-73.56706600863617,45.49000058071911,8080,9987,18067,Le Sud-Ouest
Guy / Sainte-Catherine,-73.57777043248461,45.49497512853125,28969,26510,55479,Ville-Marie
HEC (Decelles / Jean-Brillant),-73.61925333738327,45.49772282989976,11628,8438,20066,Côte-des-Neiges - Notre-Dame-de-Grâce
Hamel / Sauriol,-73.65338176488876,45.56157008176612,2716,2910,5626,Ahuntsic-Cartierville
Hamilton / Jolicoeur,-73.59764268636354,45.45670282849069,4629,4688,9317,Le Sud-Ouest
Hamilton/Jolicoeur,-73.59764814376831,45.45670692115263,0,2,2,Inconnu
Harvard / de Monkland,-73.62403571605682,45.474565185029945,5753,5669,11422,Côte-des-Neiges - Notre-Dame-de-Grâce
Henri-Julien / Laurier,-73.59033644199371,45.52574657625029,14039,12182,26221,Le Plateau-Mont-Royal
Henri-Julien / Mont-Royal,-73.58409225940704,45.52302929545924,49,57,106,Le Plateau-Mont-Royal
Henri-Julien / de Castelnau,-73.6182153224945,45.53789110878484,11194,10684,21878,Villeray—Saint-Michel—Parc-Extension
Henri-Julien / du Carmel,-73.59502326697111,45.52795093787009,11000,10641,21641,Le Plateau-Mont-Royal
Henri-Julien / du Mont-Royal,-73.58409225940704,45.52302929545924,14774,13389,28163,Le Plateau-Mont-Royal
Hickson / Wellington,-73.56712460517883,45.464826206909045,912,1068,1980,Verdun
Hillside / Ste-Catherine,-73.59084337949753,45.48282602624293,3414,3327,6741,Westmount
Hochelaga / Chapleau,-73.55968952178955,45.5343711000901,6154,6877,13031,Ville-Marie
Hochelaga / de l'Assomption,-73.53943817317486,45.56688309109519,3451,3898,7349,Mercier - Hochelaga-Maisonneuve
Hodge / Laperrière,-73.6650772206849,45.51369983907863,1062,1121,2183,Saint-Laurent
Hogan / Ontario,-73.55113729834557,45.53530299560492,5284,5978,11262,Ville-Marie
Holt / Fullum,-73.58444631099701,45.543937325185645,6856,5783,12639,Rosemont - La Petite-Patrie
Hotel-de-Ville / du Mont-Royal,-73.58460858464241,45.522178004145694,12482,10427,22909,Le Plateau-Mont-Royal
Hudson / Goyer,-73.63265757772751,45.50743736785586,2276,2379,4655,Côte-des-Neiges - Notre-Dame-de-Grâce
Hudson / de Kent,-73.62935185432434,45.50592207073378,154,152,306,Côte-des-Neiges - Notre-Dame-de-Grâce
Hutchison / Beaubien,-73.61296892166138,45.52605851018324,7823,7280,15103,Rosemont - La Petite-Patrie
Hutchison / Prince-Arthur,-73.57610732316971,45.50975858607626,14258,13274,27532,Le Plateau-Mont-Royal
Hutchison / Van Horne,-73.61066222190857,45.52497612960628,9272,8512,17784,Le Plateau-Mont-Royal
Hélène-Baillargeon / St-Denis,-73.59527,45.52974,7836,6553,14389,Le Plateau-Mont-Royal
Hôpital Général Juif (de la Côte-Ste-Catherine / Légaré),-73.62983867526054,45.49624140543275,5798,4920,10718,Côte-des-Neiges - Notre-Dame-de-Grâce
Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain),-73.561562,45.575707,5062,4916,9978,Rosemont - La Petite-Patrie
Hôpital Pierre-Boucher (Jacques-Cartier / Bourdon),-73.4576690196991,45.53653210295224,608,590,1198,Longueuil
Hôpital Sacré-Coeur (Forbes),-73.71360540390015,45.5319435900764,1241,1300,2541,Ahuntsic-Cartierville
Hôpital Santa Cabrini (de Pontoise / d'Évreux),-73.57260999085156,45.58135403391153,2189,2193,4382,Rosemont - La Petite-Patrie
IUSMM (Georges-Villeneuve),-73.52969169616699,45.58661042838809,1400,1576,2976,Mercier - Hochelaga-Maisonneuve
Industriel / Louis-J.-Lafortune,-73.45529912039638,45.58190955549507,179,154,333,Boucherville
Irwin / Allard,-73.6049048602581,45.44890342900198,3832,3988,7820,LaSalle
Jacques-Casault / Christophe-Colomb,-73.6303174495697,45.551961779348346,5688,5988,11676,Ahuntsic-Cartierville
Jacques-Le Ber / de la Pointe Nord,-73.5398056358099,45.47259900304475,3783,4000,7783,Verdun
Jean Langlois / Fullum,-73.54575277422555,45.526499983000186,8463,10701,19164,Ville-Marie
Jean-Brillant / Decelles,-73.62017994139023,45.49778597185361,2996,2478,5474,Côte-des-Neiges - Notre-Dame-de-Grâce
Jean-Paul-Vincent / Adoncour,-73.47957750896057,45.5646764291021,430,485,915,Longueuil
Jean-Rivard / du Cirque,-73.61651211977005,45.56268743796862,3612,3623,7235,Villeray—Saint-Michel—Parc-Extension
Jean-Talon / de l'Épée,-73.62388551235199,45.52794135176983,4086,3916,8002,Villeray—Saint-Michel—Parc-Extension
Jean-d’Estrées / Notre-Dame,-73.56391131877899,45.49439027388589,7198,8941,16139,Ville-Marie
Jean-d’Estrées/Notre-Dame,-73.56391131877899,45.49439027388589,20,28,48,Ville-Marie
Jeanne-Mance / Beaubien,-73.61229971051216,45.527650097960205,6416,6236,12652,Rosemont - La Petite-Patrie
Jeanne-Mance / Laurier,-73.59497621666378,45.52027633320609,22667,20542,43209,Le Plateau-Mont-Royal
Jeanne-Mance / René-Lévesque,-73.5642009973526,45.5063713381299,16074,18981,35055,Ville-Marie
Jeanne-Mance / Sherbrooke,-73.57101917266846,45.50928678961862,10147,7560,17707,Le Plateau-Mont-Royal
Jeanne-Mance / St-Martin O,-73.74795377254486,45.55729575447216,381,403,784,Laval
Jeanne-Mance / St-Viateur,-73.60184043645859,45.523026476635074,23642,22731,46373,Le Plateau-Mont-Royal
Jeanne-d'Arc / Ontario,-73.54187428951263,45.54959767887176,14251,16819,31070,Mercier - Hochelaga-Maisonneuve
Jogues / Allard,-73.60030621290207,45.450020323797766,2632,2860,5492,Le Sud-Ouest
Joseph-Manseau / René-Levesque,-73.57682347297668,45.49168652100804,12415,9846,22261,Ville-Marie
Keller / Cousineau,-73.7138856947422,45.52355020292929,706,705,1411,Saint-Laurent
Kirkfield / de Chambois,-73.63389015197754,45.51293324107222,3806,3972,7778,Côte-des-Neiges - Notre-Dame-de-Grâce
La Fontaine / Alexandre-de-Sève,-73.55799973011017,45.52330366033427,9249,9968,19217,Ville-Marie
La Fontaine / Cadillac,-73.52553829550743,45.5698417467524,1116,1387,2503,Mercier - Hochelaga-Maisonneuve
La Fontaine / Lyall,-73.5196280479431,45.57943760505458,495,542,1037,Mercier - Hochelaga-Maisonneuve
La Ronde,-73.53533238172531,45.52156536710626,3819,4361,8180,Ville-Marie
La Tour de Montréal (Pierre-de-Coubertin / Bennett),-73.55155438184738,45.55970526805903,2951,3022,5973,Mercier - Hochelaga-Maisonneuve
LaSalle / 37e avenue,-73.6129005253315,45.41629466150536,2401,2516,4917,LaSalle
LaSalle / 90e avenue,-73.64518761634827,45.41774583815495,2556,2585,5141,LaSalle
LaSalle / Crawford,-73.58253550531117,45.43791516514076,3888,4014,7902,Verdun
LaSalle / Godin,-73.57219934463501,45.44693448484644,7229,7826,15055,Verdun
Labadie / du Parc,-73.59682738780975,45.5198946757576,10096,8294,18390,Le Plateau-Mont-Royal
Labonté / du Coteau-Rouge,-73.49153663970355,45.52678709314503,767,785,1552,Longueuil
Lacombe / Victoria,-73.62913727760315,45.49048314001669,1135,1127,2262,Côte-des-Neiges - Notre-Dame-de-Grâce
Lafontaine / Panet,-73.55914508279966,45.52209288121081,1878,1931,3809,Ville-Marie
Laird / Glencoe,-73.64230799681536,45.50619158460727,2267,2501,4768,Mont-Royal
Lajeunesse / Villeray,-73.62268656492233,45.54218173507584,11776,11596,23372,Villeray—Saint-Michel—Parc-Extension
Lajeunesse / de Liège,-73.63510044919167,45.54566376066234,6199,6303,12502,Villeray—Saint-Michel—Parc-Extension
Lamarre / Lavallée,-73.48599582910538,45.53374770433337,906,933,1839,Longueuil
Lanaudière / Jean-Talon,-73.61032962799072,45.545350334193245,6505,6066,12571,Villeray—Saint-Michel—Parc-Extension
Langelier / Marie-Victorin,-73.6118745803833,45.61451982045293,923,886,1809,Montréal-Nord
Lanouette / de l'Église,-73.57683420181274,45.46337393327436,1203,1275,2478,Verdun
Lapierre / Serge,-73.62021625041962,45.43854405099729,1724,1782,3506,LaSalle
Larivière / de Lorimier,-73.55923354625702,45.5291345371163,484,511,995,Ville-Marie
Laurier / St-Denis,-73.58943924307823,45.5271540234837,44489,38464,82953,Le Plateau-Mont-Royal
Laurier / de Bordeaux,-73.57918381690979,45.53725128371284,16397,15348,31745,Le Plateau-Mont-Royal
Laurier / de Brébeuf,-73.5847695171833,45.53244901681983,39412,38657,78069,Le Plateau-Mont-Royal
Laval / Duluth,-73.57715926134915,45.519192617838605,20432,17260,37692,Le Plateau-Mont-Royal
Laval / Rachel,-73.5795271396637,45.52022449558384,7776,6983,14759,Le Plateau-Mont-Royal
Laval / du Mont-Royal,-73.58414590358734,45.5223645775784,14514,13593,28107,Le Plateau-Mont-Royal
Le Corbusier / St-Martin O,-73.7319054454565,45.56500671740751,588,602,1190,Laval
Le Royer / St-Laurent,-73.55429930616083,45.50597445022123,5892,6427,12319,Ville-Marie
Lebrun / Bédard,-73.45196210302673,45.5470644513283,457,545,1002,Longueuil
Legendre / André-Grasset,-73.63820562786714,45.5585431972121,1303,1470,2773,Ahuntsic-Cartierville
Leman / de Chateaubriand,-73.63105237483978,45.54721107501036,6315,6316,12631,Villeray—Saint-Michel—Parc-Extension
Letourneux / Hochelaga,-73.54660302400589,45.55465888075087,5070,5736,10806,Mercier - Hochelaga-Maisonneuve
Letourneux / Ste-Catherine,-73.53409996037954,45.55078357889704,8562,10167,18729,Mercier - Hochelaga-Maisonneuve
Lincoln / St-Marc,-73.58274042606354,45.49404056072524,7884,5763,13647,Ville-Marie
Lincoln / St-Mathieu,-73.58157634735107,45.49503704949293,17701,13362,31063,Ville-Marie
Lincoln / du Fort,-73.58382672071457,45.49306511863136,8150,5678,13828,Ville-Marie
Lionel-Groulx / Georges-Vanier,-73.57357263565062,45.48632828127419,4156,5357,9513,Le Sud-Ouest
Liébert / Hochelaga,-73.52352797985077,45.59587457490178,2035,2262,4297,Mercier - Hochelaga-Maisonneuve
Logan / Lafayette,-73.50663459861607,45.51654502289009,2015,2136,4151,Longueuil
Logan / Tiffin,-73.50874415600629,45.513787364296896,1158,1254,2412,Longueuil
Logan / de Champlain,-73.55584256350994,45.5231943285584,8036,8993,17029,Ville-Marie
Louis-Hébert / Bélanger,-73.59916493296623,45.55158518908433,4456,4234,8690,Villeray—Saint-Michel—Parc-Extension
Louis-Hébert / St-Zotique,-73.59576,45.55001,5276,5280,10556,Rosemont - La Petite-Patrie
Louis-Hébert / de Bellechasse,-73.58868420124054,45.546661109634606,8504,8090,16594,Rosemont - La Petite-Patrie
Louis-Hémon / Jean-Talon,-73.60347837231528,45.5517742671765,5857,5666,11523,Villeray—Saint-Michel—Parc-Extension
Louis-Hémon / Rosemont,-73.58810484409332,45.544500877623655,8095,7943,16038,Rosemont - La Petite-Patrie
Louisbourg / O'Brien,-73.70393217686795,45.53039449604383,1846,2008,3854,Ahuntsic-Cartierville
Louvain / d'Iberville,-73.63372097439424,45.56939715879472,988,1010,1998,Villeray—Saint-Michel—Parc-Extension
Louvain/D'Iberville,-73.63372097439424,45.56939715879472,352,376,728,Villeray—Saint-Michel—Parc-Extension
Lucien L'Allier / St-Jacques,-73.568536271232,45.49354367087787,3366,4941,8307,Ville-Marie
Léa-Roback / Sir-Georges-Etienne-Cartier,-73.58268946409225,45.471703687608354,22088,25092,47180,Le Sud-Ouest
Léonard-de-Vinci / Villeray,-73.5998260974884,45.56581967268723,2025,2115,4140,Villeray—Saint-Michel—Parc-Extension
Mackay / René-Lévesque,-73.57411649085407,45.49445745087875,13617,10216,23833,Ville-Marie
Mackay / Ste-Catherine,-73.57687845826149,45.495774063803815,13655,11957,25612,Ville-Marie
Mackay / de Maisonneuve,-73.5792407642475,45.496840189747,31238,30665,61903,Ville-Marie
Maguire / Henri-Julien,-73.59347056655677,45.527041096087785,8346,7775,16121,Le Plateau-Mont-Royal
Maguire / St-Laurent,-73.5958108305931,45.52462848559264,16214,16081,32295,Le Plateau-Mont-Royal
Mairie d'arrondissement LaSalle (Dupras / Jeannette),-73.66280972957611,45.429166968311485,799,816,1615,LaSalle
Mairie d'arrondissement Montréal-Nord (Hébert / de Charleroi),-73.63767206668854,45.59398503487043,414,407,821,Montréal-Nord
Mairie d'arrondissement St-Laurent (Beaudet / Marcel-Laurin),-73.68184804916382,45.50682415585665,1069,1067,2136,Saint-Laurent
Mansfield / Sherbrooke,-73.5751303658617,45.50301533529815,6883,7429,14312,Ville-Marie
Mansfield / Ste-Catherine,-73.57165485620499,45.50140664031126,20553,18062,38615,Ville-Marie
Mansfield / de la Gauchetière,-73.56702102351846,45.499078974175056,4460,3713,8173,Ville-Marie
Marché Atwater,-73.57759863138199,45.48020822800015,13739,17237,30976,Le Sud-Ouest
Marché Jean-Talon (Casgrain / Shamrock),-73.61548215150833,45.53519006163501,15070,15276,30346,Rosemont - La Petite-Patrie
Marché Jean-Talon (Henri-Julien / Jean-Talon),-73.6148879583925,45.53678525128436,15719,15204,30923,Rosemont - La Petite-Patrie
Marché Maisonneuve,-73.53978216648102,45.55321884238814,7657,8809,16466,Mercier - Hochelaga-Maisonneuve
Marché Maisonneuve (Ontario / Morgan),-73.53978216648102,45.55321884238814,3834,4491,8325,Mercier - Hochelaga-Maisonneuve
Marcil / Sherbrooke,-73.613924,45.471743,8744,8434,17178,Côte-des-Neiges - Notre-Dame-de-Grâce
Marcil / de la Côte Saint Luc,-73.62848530239717,45.47835429860073,20,23,43,Côte-des-Neiges - Notre-Dame-de-Grâce
Marcil / de la Côte-Saint-Luc,-73.62848530239717,45.47835429860073,195,193,388,Côte-des-Neiges - Notre-Dame-de-Grâce
Marianne / de Lorimier,-73.57024937868117,45.53402821126129,5899,4466,10365,Le Plateau-Mont-Royal
Marie / de Mont-Royal,-73.48374999130101,45.497292117993744,369,402,771,Longueuil
Marie-Anne / Papineau,-73.5724139213562,45.53176697148175,15277,14329,29606,Le Plateau-Mont-Royal
Marie-Anne / St-Hubert,-73.5788968205452,45.5246829812827,15165,13215,28380,Le Plateau-Mont-Royal
Marie-Anne / de Lorimier,-73.57024937868117,45.53402840208184,5471,4491,9962,Le Plateau-Mont-Royal
Marie-Anne / de la Roche,-73.5762870311737,45.52755050760189,14781,14029,28810,Le Plateau-Mont-Royal
Marmier / St-Denis,-73.59839648008347,45.53080495407925,21573,14771,36344,Rosemont - La Petite-Patrie
Marquette / Fleury,-73.65378744900227,45.56735205736566,2900,3176,6076,Ahuntsic-Cartierville
Marquette / Laurier,-73.5822,45.53543,19045,18079,37124,Le Plateau-Mont-Royal
Marquette / Rachel,-73.5703244805336,45.52983801723605,18092,17919,36011,Le Plateau-Mont-Royal
Marquette / des Carrières,-73.58865737915039,45.53859456744162,2655,2432,5087,Rosemont - La Petite-Patrie
Marquette / du Coteau-Rouge,-73.49676324058237,45.52022330145822,936,966,1902,Longueuil
Marquette / du Mont-Royal,-73.57543140649796,45.53221791147474,49467,48240,97707,Le Plateau-Mont-Royal
Masson / Molson,-73.57697686180472,45.54434593245247,16762,17389,34151,Rosemont - La Petite-Patrie
Mayfield / St-Martin O,-73.75822663307189,45.553017541248565,473,504,977,Laval
McCulloch / de la Côte Ste-Catherine,-73.60060930252075,45.51577505385328,4247,3735,7982,Outremont
McGill / Place d'Youville,-73.55625258141116,45.500014581102505,12331,13230,25561,Ville-Marie
McGill / Wellington,-73.55489909648894,45.499447710650415,8840,10099,18939,Ville-Marie
McGill / des Récollets,-73.55894923210143,45.5008091986628,3097,3319,6416,Ville-Marie
McKenna / Édouard-Montpetit,-73.62056359648705,45.50116436275711,6922,5010,11932,Côte-des-Neiges - Notre-Dame-de-Grâce
McLynn / Plamondon,-73.6470128595829,45.48911308766352,2813,2935,5748,Côte-des-Neiges - Notre-Dame-de-Grâce
McNamara / St-Martin O,-73.72351884841918,45.57120355585774,482,496,978,Laval
McTavish / Sherbrooke,-73.57589408755302,45.50277615861811,25556,24330,49886,Ville-Marie
Melrose / de Verdun,-73.57238446649716,45.45381979371188,208,214,422,Verdun
Melville / de Maisonneuve,-73.59537899494171,45.48184019359366,13136,13107,26243,Westmount
Messier / St-Joseph,-73.57605636119843,45.53946063965585,6332,6179,12511,Le Plateau-Mont-Royal
Messier / du Mont-Royal,-73.5710031,45.53711414,20078,18548,38626,Le Plateau-Mont-Royal
Metcalfe / de Maisonneuve,-73.57427495998309,45.50177034353527,8821,9375,18196,Ville-Marie
Michelet / Jean-Talon,-73.58353972434998,45.57627820285533,2845,2840,5685,Saint-Léonard
Milton / Durocher,-73.57492983341217,45.508140959417744,18014,18140,36154,Le Plateau-Mont-Royal
Milton / St-Laurent,-73.57055649161339,45.512916325090295,14281,11425,25706,Le Plateau-Mont-Royal
Milton / University,-73.57640504837036,45.50651983995355,13397,11981,25378,Le Plateau-Mont-Royal
Milton / du Parc,-73.57386365532875,45.50936142835129,23078,19947,43025,Le Plateau-Mont-Royal
Molson / Beaubien,-73.59115451574326,45.54968589617967,10024,9690,19714,Rosemont - La Petite-Patrie
Molson / William-Tremblay,-73.56496073305605,45.541602844435374,10825,10785,21610,Rosemont - La Petite-Patrie
Molson/Beaubien,-73.59132108093945,45.54977750895228,56,78,134,Rosemont - La Petite-Patrie
Monk / de Biencourt,-73.59602272510529,45.45866319241031,4728,4974,9702,Le Sud-Ouest
Mont-Royal / St-Denis,-73.58307838439941,45.52387117795268,1397,1351,2748,Le Plateau-Mont-Royal
Montcalm / Ontario,-73.56229394674301,45.52110494530867,17145,20585,37730,Ville-Marie
Montcalm / de Maisonneuve,-73.55788965214742,45.519131967116216,13999,15608,29607,Ville-Marie
Montmorency / Legrand,-73.70949894189833,45.55406725747279,291,323,614,Laval
Montmorency / du bon Pasteur,-73.71069212807924,45.55329239896619,552,578,1130,Laval
Morin / du Parc,-73.65980833768845,45.60315830089783,65,64,129,Laval
Mountain Sights / Édouard-Montpetit,-73.63343954086304,45.4872273014705,1130,983,2113,Côte-des-Neiges - Notre-Dame-de-Grâce
Mozart / St-Laurent,-73.61546382309369,45.53328624709234,11673,11521,23194,Rosemont - La Petite-Patrie
Mozart / Waverly,-73.61701235175133,45.5315236502754,5676,5640,11316,Rosemont - La Petite-Patrie
Murray / Wellington,-73.55850666761398,45.49225247724067,15668,20013,35681,Le Sud-Ouest
Métro Acadie (de l'Acadie / Beaumont),-73.62344294786453,45.52357479400008,7110,7075,14185,Villeray—Saint-Michel—Parc-Extension
Métro Angrignon (Lamont / des Trinitaires),-73.6025619506836,45.44650450192042,6603,6680,13283,Le Sud-Ouest
Métro Assomption (Chauveau / de l'Assomption),-73.548081,45.569789,4843,5479,10322,Mercier - Hochelaga-Maisonneuve
Métro Atwater (Atwater / Ste-Catherine),-73.5844581949641,45.48952522221574,39886,35785,75671,Ville-Marie
Métro Beaubien (de Chateaubriand / Beaubien),-73.60363483428955,45.5353599615622,34845,29795,64640,Rosemont - La Petite-Patrie
Métro Beaudry (Beaudry / Ste-Catherine),-73.55593845248222,45.51888453178292,16484,17813,34297,Ville-Marie
Métro Bonaventure (de la Gauchetière / de la Cathédrale),-73.56725603342056,45.49831217703312,7372,6773,14145,Ville-Marie
Métro Cadillac (Cadillac / Sherbrooke),-73.54647415224463,45.57683333463968,4764,4758,9522,Mercier - Hochelaga-Maisonneuve
Métro Cartier,-73.68125259876251,45.56007440937141,1601,1550,3151,Laval
Métro Cartier (des Laurentides),-73.68125259876251,45.56007440937141,853,823,1676,Laval
Métro Champ-de-Mars (Hôtel-de-Ville / Viger),-73.55743234369584,45.50956143036354,6433,7398,13831,Ville-Marie
Métro Charlevoix (Charlevoix / Centre),-73.56917751956644,45.47840064366771,17054,18169,35223,Le Sud-Ouest
Métro Crémazie (Crémazie / Lajeunesse),-73.63842844963074,45.54640752148169,10421,10390,20811,Ahuntsic-Cartierville
Métro Côte-Ste-Catherine (Beaucourt / de la Côte-Ste-Catherine),-73.633649,45.491513,3295,3486,6781,Côte-des-Neiges - Notre-Dame-de-Grâce
Métro Côte-des-Neiges (Jean-Brillant / de la Côte-des-Neiges),-73.6222583055769,45.4955375395181,15592,10993,26585,Côte-des-Neiges - Notre-Dame-de-Grâce
Métro Fabre ( Fabre / Bélanger ),-73.60490083694458,45.54531238320964,31,32,63,Rosemont - La Petite-Patrie
Métro Fabre (Fabre / Jean-Talon),-73.60795050859451,45.54667895468375,3608,3619,7227,Rosemont - La Petite-Patrie
Métro Fabre (Garnier / Jean-Talon),-73.60860433436756,45.546074528795934,5,5,10,Rosemont - La Petite-Patrie
Métro Frontenac (Ontario / du Havre),-73.55217933654784,45.53370598779895,18142,22719,40861,Ville-Marie
Métro Georges-Vanier (Georges-Vanier / Coursol),-73.57595980167389,45.48817596112252,1830,1893,3723,Le Sud-Ouest
Métro Georges-Vanier (St-Antoine / Canning),-73.57656,45.4891,3174,3507,6681,Le Sud-Ouest
Métro Henri-Bourassa (Henri-Bourassa / Millen),-73.66716161370277,45.55675103297278,6580,7078,13658,Ahuntsic-Cartierville
Métro Honoré-Beaugrand (Sherbrooke / Honoré-Beaugrand),-73.53526366878214,45.59685627935051,6219,6098,12317,Mercier - Hochelaga-Maisonneuve
Métro Jarry (Lajeunesse / Jarry),-73.62777203321457,45.54355974189168,21982,22179,44161,Villeray—Saint-Michel—Parc-Extension
Métro Jean-Talon (Berri / Jean-Talon),-73.6142510175705,45.53900036432657,14596,14215,28811,Villeray—Saint-Michel—Parc-Extension
Métro Jolicoeur (de Sève / Drake),-73.58193710446358,45.45608545783109,6474,6657,13131,Le Sud-Ouest
Métro Joliette  (Hochelaga / Joliette),-73.55115339159964,45.54699194653282,16281,20033,36314,Mercier - Hochelaga-Maisonneuve
Métro Langelier (Langelier / Sherbrooke),-73.54247644543648,45.58284663189181,3719,3829,7548,Mercier - Hochelaga-Maisonneuve
Métro Lasalle (de Rushbrooke / Caisse),-73.56551858292733,45.47039991066639,13005,13982,26987,Verdun
Métro Laurier (Berri / St-Joseph),-73.58672618865965,45.52723106564012,12680,8373,21053,Le Plateau-Mont-Royal
Métro Lionel-Groulx (St-Jacques / Atwater),-73.57975836854166,45.48295816149219,17362,21330,38692,Le Sud-Ouest
Métro Longueuil - Université de Sherbrooke (du Terminus),-73.52013658267424,45.5233308452134,4288,4145,8433,Longueuil
Métro Lucien-L'Allier (Lucien l'Allier / Argyle),-73.57112377882004,45.49487159597493,12046,10957,23003,Ville-Marie
Métro Monk (Allard / Beaulieu),-73.5939010977745,45.451030919298056,3604,3722,7326,Le Sud-Ouest
Métro Monk (Allard / Briand),-73.59250903129578,45.45133291842274,2883,3022,5905,Le Sud-Ouest
Métro Mont-Royal (Utilités publiques / Rivard),-73.58155220746994,45.52423612093815,75273,71023,146296,Le Plateau-Mont-Royal
Métro Montmorency,-73.71942043304443,45.55814299291968,1960,1720,3680,Laval
Métro Montmorency (de l'Avenir),-73.71942043304443,45.55814299291968,1233,1122,2355,Laval
Métro Papineau (Dorion / De Maisonneuve),-73.55236601831166,45.5238445756922,35212,42099,77311,Ville-Marie
Métro Parc  (Hutchison / Ogilvy),-73.6243924498558,45.53035130173597,14620,14633,29253,Villeray—Saint-Michel—Parc-Extension
Métro Peel (de Maisonneuve / Stanley),-73.57507,45.50038,36370,36585,72955,Ville-Marie
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),-73.55137467384337,45.55437339981968,18031,18556,36587,Mercier - Hochelaga-Maisonneuve
Métro Place Saint-Henri ( Charlebois / Saint-Ferdinand),-73.58656793832779,45.47689913441439,72,85,157,Le Sud-Ouest
Métro Place Saint-Henri (Charlebois / Saint-Ferdinand),-73.58656793832779,45.47689913441439,5263,5393,10656,Le Sud-Ouest
Métro Place Saint-Henri (St-Ferdinand / St-Jacques),-73.58730420470238,45.47728092665489,10924,12067,22991,Le Sud-Ouest
Métro Place-d'Armes (Viger / St-Urbain),-73.55967122894072,45.50631445605528,11437,21708,33145,Ville-Marie
Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance),-73.56881439685822,45.50820461505136,18000,22694,40694,Ville-Marie
Métro Plamondon (de Kent / Victoria),-73.63871866467889,45.494686752797904,5202,5678,10880,Côte-des-Neiges - Notre-Dame-de-Grâce
Métro Préfontaine (Préfontaine / Hochelaga),-73.55461478233337,45.54224663397568,9965,13348,23313,Mercier - Hochelaga-Maisonneuve
Métro Radisson (Sherbrooke / des Groseilliers),-73.53965610265732,45.58917500418707,4448,4423,8871,Mercier - Hochelaga-Maisonneuve
Métro Rosemont (de St-Vallier / Rosemont),-73.59804779291153,45.531921043052655,15241,13638,28879,Rosemont - La Petite-Patrie
Métro Sauvé (Berri / Sauvé),-73.65636706352234,45.55069206841976,10871,10673,21544,Ahuntsic-Cartierville
