STARTSTATIONNAME,STARTSTATIONARRONDISSEMENT,STARTSTATIONLATITUDE,STARTSTATIONLONGITUDE,ENDSTATIONNAME,ENDSTATIONARRONDISSEMENT,ENDSTATIONLATITUDE,ENDSTATIONLONGITUDE,STARTTIMEMS,ENDTIMEMS,STARTTIMEDATE,month,travel_distance
Duluth  / St-Denis,Le Plateau-Mont-Royal,45.52062760607925,-73.57594907283782,,,,,1733363535714,,2024-12-05 01:52:15.714,12,
du Parc-Lafontaine / Rachel,Le Plateau-Mont-Royal,45.52551168509886,-73.57424452900887,,,,,1733336323635,,2024-12-04 18:18:43.635,12,
Laurier / de Brébeuf,Le Plateau-Mont-Royal,45.53244901681983,-73.5847695171833,,,,,1733342732633,,2024-12-04 20:05:32.633,12,
Laurier / de Brébeuf,Le Plateau-Mont-Royal,45.53244901681983,-73.5847695171833,,,,,1733338688553,,2024-12-04 18:58:08.553,12,
Fullum / Marie-Anne,Le Plateau-Mont-Royal,45.53650541861215,-73.56803923845291,,,,,1733342717796,,2024-12-04 20:05:17.796,12,
Ste-Catherine / Union,Ville-Marie,45.50370387789841,-73.56941521167755,,,,,1733334811243,,2024-12-04 17:53:31.243,12,
de Maisonneuve / de Bleury,Ville-Marie,45.50710068509571,-73.56907725334167,,,,,1733335948202,,2024-12-04 18:12:28.202,12,
McGill / Place d'Youville,Ville-Marie,45.500014581102505,-73.55625258141116,,,,,1733336083105,,2024-12-04 18:14:43.105,12,
Calixa-Lavallée / Rachel 2,Le Plateau-Mont-Royal,45.52783105277898,-73.57195928692818,,,,,1733334303089,,2024-12-04 17:45:03.089,12,
Complexe Desjardins (St-Urbain / René-Lévesque),Ville-Marie,45.50788520688478,-73.56315059590997,,,,,1733337137839,,2024-12-04 18:32:17.839,12,
de la Côte-Ste-Catherine / Decelles,Côte-des-Neiges - Notre-Dame-de-Grâce,45.50094101588506,-73.62563699483871,,,,,1733365029296,,2024-12-05 02:17:09.296,12,
Cathcart / McGill College,Ville-Marie,45.501187681489775,-73.57045487814501,,,,,1733334146603,,2024-12-04 17:42:26.603,12,
de Maisonneuve / Mansfield (sud),Ville-Marie,45.502053864057466,-73.57346534729004,,,,,1733341446288,,2024-12-04 19:44:06.288,12,
Métro St-Laurent (de Maisonneuve / St-Laurent),Ville-Marie,45.51074821798916,-73.56512099504471,,,,,1733335976009,,2024-12-04 18:12:56.009,12,
Berri / Rachel,Le Plateau-Mont-Royal,45.52275023118295,-73.57724860310555,,,,,1733343044255,,2024-12-04 20:10:44.255,12,
Garnier / du Mont-Royal,Le Plateau-Mont-Royal,45.53075597398246,-73.5761762317452,,,,,1733334172836,,2024-12-04 17:42:52.836,12,
Ste-Catherine / Drummond,Ville-Marie,45.498488900657,-73.57436656951904,,,,,1733333979760,,2024-12-04 17:39:39.760,12,
St-Viateur / Casgrain,Le Plateau-Mont-Royal,45.52707134397896,-73.5979351401329,,,,,1733341548407,,2024-12-04 19:45:48.407,12,
Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,,,,,1733335415408,,2024-12-04 18:03:35.408,12,
Métro Papineau (Dorion / De Maisonneuve),Ville-Marie,45.5238445756922,-73.55236601831166,,,,,1733334455426,,2024-12-04 17:47:35.426,12,
Molson / William-Tremblay,Rosemont - La Petite-Patrie,45.541602844435374,-73.56496073305605,,,,,1733345000022,,2024-12-04 20:43:20.022,12,
Métro Préfontaine (Moreau / Hochelaga),Mercier - Hochelaga-Maisonneuve,45.54131350328532,-73.5537427291274,,,,,1733333800917,,2024-12-04 17:36:40.917,12,
Métro Papineau (Dorion / De Maisonneuve),Ville-Marie,45.5238445756922,-73.55236601831166,,,,,1733339500985,,2024-12-04 19:11:40.985,12,
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Ville-Marie,45.51586835126322,-73.56008380651474,,,,,1733332826969,,2024-12-04 17:20:26.969,12,
Ste-Catherine / Towers,Ville-Marie,45.49228068089086,-73.58096480369566,,,,,1733351195620,,2024-12-04 22:26:35.620,12,
Duluth  / St-Denis,Le Plateau-Mont-Royal,45.52062760607925,-73.57594907283782,,,,,1733343334369,,2024-12-04 20:15:34.369,12,
Dorion / Ontario,Ville-Marie,45.526991277453526,-73.55821162462234,,,,,1733358094065,,2024-12-05 00:21:34.065,12,
de l'Hôtel-de-Ville / Rachel,Le Plateau-Mont-Royal,45.51989655507833,-73.58010649681091,,,,,1733338288562,,2024-12-04 18:51:28.562,12,
CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),Côte-des-Neiges - Notre-Dame-de-Grâce,45.50398168549117,-73.62283945083618,,,,,1733368240014,,2024-12-05 03:10:40.014,12,
Métro Sherbrooke (de Rigaud / Berri),Le Plateau-Mont-Royal,45.51814312154928,-73.56800436973572,,,,,1733343388259,,2024-12-04 20:16:28.259,12,
du Mont-Royal / Clark,Le Plateau-Mont-Royal,45.51941,-73.58685,,,,,1733334828142,,2024-12-04 17:53:48.142,12,
Ste-Catherine / Union,Ville-Marie,45.50370387789841,-73.56941521167755,,,,,1733339990726,,2024-12-04 19:19:50.726,12,
Calixa-Lavallée / Rachel 2,Le Plateau-Mont-Royal,45.52783105277898,-73.57195928692818,,,,,1733337934550,,2024-12-04 18:45:34.550,12,
HEC (Decelles / Jean-Brillant),Côte-des-Neiges - Notre-Dame-de-Grâce,45.49772282989976,-73.61925333738327,,,,,1733330354625,,2024-12-04 16:39:14.625,12,
René-Lévesque / Papineau,Ville-Marie,45.52097057660443,-73.5499919950962,,,,,1733331947947,,2024-12-04 17:05:47.947,12,
des Pins / St-Laurent,Le Plateau-Mont-Royal,45.51522812881499,-73.5750961303711,,,,,1733339604855,,2024-12-04 19:13:24.855,12,
Milton / St-Laurent,Le Plateau-Mont-Royal,45.512916325090295,-73.57055649161339,,,,,1733350117235,,2024-12-04 22:08:37.235,12,
Métro St-Laurent (de Maisonneuve / St-Laurent),Ville-Marie,45.51074821798916,-73.56512099504471,,,,,1733331769865,,2024-12-04 17:02:49.865,12,
Garnier / du Mont-Royal,Le Plateau-Mont-Royal,45.53075597398246,-73.5761762317452,,,,,1733321349303,,2024-12-04 14:09:09.303,12,
Métro Frontenac (Ontario / du Havre),Ville-Marie,45.53370598779895,-73.55217933654784,,,,,1733362140928,,2024-12-05 01:29:00.928,12,
Molson / William-Tremblay,Rosemont - La Petite-Patrie,45.541602844435374,-73.56496073305605,,,,,1733333762650,,2024-12-04 17:36:02.650,12,
Garnier / Beaubien,Rosemont - La Petite-Patrie,45.54144823434163,-73.59839379787445,,,,,1733334694593,,2024-12-04 17:51:34.593,12,
de la Commune / Place Jacques-Cartier,Ville-Marie,45.50761009451047,-73.55183601379395,,,,,1733367080896,,2024-12-05 02:51:20.896,12,
de la Commune / Place Jacques-Cartier,Ville-Marie,45.50761009451047,-73.55183601379395,,,,,1733337818375,,2024-12-04 18:43:38.375,12,
Métro Papineau (Dorion / De Maisonneuve),Ville-Marie,45.5238445756922,-73.55236601831166,,,,,1733340790513,,2024-12-04 19:33:10.513,12,
1ère avenue / St-Zotique,Rosemont - La Petite-Patrie,45.551916701344936,-73.59366238117218,,,,,1733317250491,,2024-12-04 13:00:50.491,12,
St-Urbain / Laurier,Le Plateau-Mont-Royal,45.52164617544124,-73.59366774559021,,,,,1733323715654,,2024-12-04 14:48:35.654,12,
de Maisonneuve / Aylmer (est),Ville-Marie,45.50538591756765,-73.5704317688942,,,,,1733332355546,,2024-12-04 17:12:35.546,12,
Cartier / Marie-Anne,Le Plateau-Mont-Royal,45.53280412806031,-73.57190161943436,,,,,1733323062889,,2024-12-04 14:37:42.889,12,
Ste-Catherine / Towers,Ville-Marie,45.49228068089086,-73.58096480369566,,,,,1733332642466,,2024-12-04 17:17:22.466,12,
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.497795545133336,-73.56825113296509,,,,,1733330867669,,2024-12-04 16:47:47.669,12,
Ste-Catherine / Union,Ville-Marie,45.50370387789841,-73.56941521167755,,,,,1733247627771,,2024-12-03 17:40:27.771,12,
Calixa-Lavallée / Rachel,Le Plateau-Mont-Royal,45.52778299244644,-73.57167445577942,,,,,1733252422108,,2024-12-03 19:00:22.108,12,
Métro Mont-Royal (Utilités publiques / Rivard),Le Plateau-Mont-Royal,45.52424701428399,-73.58166217803955,,,,,1733314930064,,2024-12-04 12:22:10.064,12,
René-Lévesque / Papineau,Ville-Marie,45.52097057660443,-73.5499919950962,,,,,1733248918898,,2024-12-03 18:01:58.898,12,
Parc MacDonald (Clanranald / Isabella),Côte-des-Neiges - Notre-Dame-de-Grâce,45.482741483803686,-73.6347082843349,,,,,1733248371750,,2024-12-03 17:52:51.750,12,
Garnier / du Mont-Royal,Le Plateau-Mont-Royal,45.53075597398246,-73.5761762317452,,,,,1733316702502,,2024-12-04 12:51:42.502,12,
Garnier / du Mont-Royal,Le Plateau-Mont-Royal,45.53075597398246,-73.5761762317452,,,,,1733332236212,,2024-12-04 17:10:36.212,12,
de Maisonneuve / Mansfield (sud),Ville-Marie,45.502053864057466,-73.57346534729004,,,,,1733331654321,,2024-12-04 17:00:54.321,12,
Garnier / du Mont-Royal,Le Plateau-Mont-Royal,45.53075597398246,-73.5761762317452,,,,,1733251428760,,2024-12-03 18:43:48.760,12,
Molson / William-Tremblay,Rosemont - La Petite-Patrie,45.541602844435374,-73.56496073305605,,,,,1733318608570,,2024-12-04 13:23:28.570,12,
9e avenue / Masson,Rosemont - La Petite-Patrie,45.54948994879926,-73.57327222824097,,,,,1733280468651,,2024-12-04 02:47:48.651,12,
Métro Beaubien (de St-Vallier / Beaubien),Rosemont - La Petite-Patrie,45.53478444274838,-73.60463261604308,,,,,1733283495298,,2024-12-04 03:38:15.298,12,
de Courcelle / Acorn,Le Sud-Ouest,45.47400860229191,-73.59178466722369,,,,,1733280983579,,2024-12-04 02:56:23.579,12,
Métro Mont-Royal (Utilités publiques / Rivard),Le Plateau-Mont-Royal,45.52424701428399,-73.58166217803955,,,,,1733277676457,,2024-12-04 02:01:16.457,12,
McTavish / Sherbrooke,Ville-Marie,45.50277615861811,-73.57589408755302,,,,,1733702256076,,2024-12-08 23:57:36.076,12,
Masson / Molson,Rosemont - La Petite-Patrie,45.54434593245247,-73.57697686180472,,,,,1733261926278,,2024-12-03 21:38:46.278,12,
Métro Frontenac (Ontario / du Havre),Ville-Marie,45.53370598779895,-73.55217933654784,,,,,1733283391466,,2024-12-04 03:36:31.466,12,
Laurier / St-Denis,Le Plateau-Mont-Royal,45.5271540234837,-73.58943924307823,,,,,1733267322975,,2024-12-03 23:08:42.975,12,
Parc Jeanne-Mance (du Mont-Royal / du Parc),Le Plateau-Mont-Royal,45.5169290827898,-73.58911652441746,,,,,1733251751811,,2024-12-03 18:49:11.811,12,
Laurier / St-Denis,Le Plateau-Mont-Royal,45.5271540234837,-73.58943924307823,,,,,1733702529030,,2024-12-09 00:02:09.030,12,
Émile-Duployé / Sherbrooke,Le Plateau-Mont-Royal,45.52719536319051,-73.5645255446434,,,,,1734088033343,,2024-12-13 11:07:13.343,12,
Roy / Saint-Laurent,Le Plateau-Mont-Royal,45.51565182195085,-73.57577390039296,,,,,1734090134743,,2024-12-13 11:42:14.743,12,
Marquette / des Carrières,Rosemont - La Petite-Patrie,45.53859456744162,-73.58865737915039,,,,,1734097949682,,2024-12-13 13:52:29.682,12,
Marquette / des Carrières,Rosemont - La Petite-Patrie,45.53859456744162,-73.58865737915039,,,,,1734097450338,,2024-12-13 13:44:10.338,12,
Émile-Duployé / Sherbrooke,Le Plateau-Mont-Royal,45.52719536319051,-73.5645255446434,,,,,1734089957223,,2024-12-13 11:39:17.223,12,
de Maisonneuve / de Bleury,Ville-Marie,45.50710068509571,-73.56907725334167,,,,,1733687205608,,2024-12-08 19:46:45.608,12,
de Maisonneuve / de Bleury,Ville-Marie,45.50710068509571,-73.56907725334167,,,,,1733683306814,,2024-12-08 18:41:46.814,12,
Métro Parc  (Hutchison / Ogilvy),Villeray—Saint-Michel—Parc-Extension,45.53035130173597,-73.6243924498558,,,,,1733688804518,,2024-12-08 20:13:24.518,12,
du Mont-Royal / Clark,Le Plateau-Mont-Royal,45.51941,-73.58685,,,,,1734033929541,,2024-12-12 20:05:29.541,12,
Peel / Notre-Dame,Ville-Marie,45.49544692088696,-73.56329441070557,,,,,1734062685372,,2024-12-13 04:04:45.372,12,
Complexe Desjardins (St-Urbain / René-Lévesque),Ville-Marie,45.50788520688478,-73.56315059590997,,,,,1733694241053,,2024-12-08 21:44:01.053,12,
20e avenue / de Bellechasse,Rosemont - La Petite-Patrie,45.55992951142522,-73.5767751932144,,,,,1734096564364,,2024-12-13 13:29:24.364,12,
Métro Mont-Royal (Utilités publiques / Rivard),Le Plateau-Mont-Royal,45.52424701428399,-73.58166217803955,,,,,1734036355091,,2024-12-12 20:45:55.091,12,
Marché Jean-Talon (Casgrain / Shamrock),Rosemont - La Petite-Patrie,45.53519006163501,-73.61548215150833,,,,,1734097981206,,2024-12-13 13:53:01.206,12,
Masson / Molson,Rosemont - La Petite-Patrie,45.54434593245247,-73.57697686180472,,,,,1733713384184,,2024-12-09 03:03:04.184,12,
Masson / Molson,Rosemont - La Petite-Patrie,45.54434593245247,-73.57697686180472,,,,,1734107417173,,2024-12-13 16:30:17.173,12,
Parc Jeanne-Mance (monument sir George-Étienne-Cartier),Le Plateau-Mont-Royal,45.51487490356938,-73.58486406505108,,,,,1734032358730,,2024-12-12 19:39:18.730,12,
Métro Sherbrooke (de Rigaud / Berri),Le Plateau-Mont-Royal,45.51814312154928,-73.56800436973572,,,,,1734072021742,,2024-12-13 06:40:21.742,12,
Métro Sherbrooke (de Rigaud / Berri),Le Plateau-Mont-Royal,45.51814312154928,-73.56800436973572,,,,,1734042082212,,2024-12-12 22:21:22.212,12,
Peel / Notre-Dame,Ville-Marie,45.49544692088696,-73.56329441070557,,,,,1734039190041,,2024-12-12 21:33:10.041,12,
Georges-Vanier /  Notre-Dame,Le Sud-Ouest,45.48504525051504,-73.57192163679429,,,,,1734043430121,,2024-12-12 22:43:50.121,12,
du Mont-Royal / de Brébeuf,Le Plateau-Mont-Royal,45.529324317019466,-73.57792049646378,,,,,1734035274125,,2024-12-12 20:27:54.125,12,
Milton / St-Laurent,Le Plateau-Mont-Royal,45.512916325090295,-73.57055649161339,,,,,1733035705461,,2024-12-01 06:48:25.461,12,
Clark / Ontario,Ville-Marie,45.51049728732744,-73.56678128242493,,,,,1734068266863,,2024-12-13 05:37:46.863,12,
Masson / Molson,Rosemont - La Petite-Patrie,45.54434593245247,-73.57697686180472,,,,,1734027228243,,2024-12-12 18:13:48.243,12,
Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,,,,,1734037739990,,2024-12-12 21:08:59.990,12,
Clark / Ontario,Ville-Marie,45.51049728732744,-73.56678128242493,,,,,1734031990538,,2024-12-12 19:33:10.538,12,
St-Urbain / Laurier,Le Plateau-Mont-Royal,45.52164617544124,-73.59366774559021,,,,,1734034574380,,2024-12-12 20:16:14.380,12,
Métro Rosemont (de St-Vallier / Rosemont),Rosemont - La Petite-Patrie,45.53180536220488,-73.5975547786984,,,,,1734027583170,,2024-12-12 18:19:43.170,12,
Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),Côte-des-Neiges - Notre-Dame-de-Grâce,45.50363996257211,-73.6182689666748,,,,,1734037829954,,2024-12-12 21:10:29.954,12,
de Maisonneuve / Aylmer (est),Ville-Marie,45.50538591756765,-73.5704317688942,,,,,1734057941433,,2024-12-13 02:45:41.433,12,
Calixa-Lavallée / Rachel 2,Le Plateau-Mont-Royal,45.52783105277898,-73.57195928692818,,,,,1733011651257,,2024-12-01 00:07:31.257,12,
Métro Verdun (Willibrord / de Verdun),Verdun,45.45944220460236,-73.57252441513992,,,,,1733024781820,,2024-12-01 03:46:21.820,12,
de la Commune / St-Sulpice,Ville-Marie,45.50424245563397,-73.553469479084,,,,,1733015870292,,2024-12-01 01:17:50.292,12,
Gare d'autocars de Montréal (Berri / Ontario),Ville-Marie,45.516926210319546,-73.56425732374191,,,,,1733028707478,,2024-12-01 04:51:47.478,12,
Aylwin / Ontario,Mercier - Hochelaga-Maisonneuve,45.544290485374304,-73.54523241519928,,,,,1733037054548,,2024-12-01 07:10:54.548,12,
Marché Maisonneuve (Ontario / Morgan),Mercier - Hochelaga-Maisonneuve,45.55321884238814,-73.53978216648102,,,,,1733015301781,,2024-12-01 01:08:21.781,12,
Square Viger (Berri / Viger),Ville-Marie,45.5121682576952,-73.55481594800949,,,,,1734121998101,,2024-12-13 20:33:18.101,12,
Roy / Saint-Laurent,Le Plateau-Mont-Royal,45.51565182195085,-73.57577390039296,,,,,1734135704979,,2024-12-14 00:21:44.979,12,
Émile-Duployé / Sherbrooke,Le Plateau-Mont-Royal,45.52719536319051,-73.5645255446434,,,,,1734137315858,,2024-12-14 00:48:35.858,12,
Marquette / des Carrières,Rosemont - La Petite-Patrie,45.53859456744162,-73.58865737915039,,,,,1734108842951,,2024-12-13 16:54:02.951,12,
Ste-Catherine / Union,Ville-Marie,45.50370387789841,-73.56941521167755,,,,,1734126061275,,2024-12-13 21:41:01.275,12,
Ste-Catherine / Union,Ville-Marie,45.50370387789841,-73.56941521167755,,,,,1734140047550,,2024-12-14 01:34:07.550,12,
Collège de Rosemont (Beaubien / 15e avenue),Rosemont - La Petite-Patrie,45.55774990838239,-73.58380123972893,,,,,1734018846167,,2024-12-12 15:54:06.167,12,
St-Antoine / Jean-Paul Riopelle,Ville-Marie,45.50304782909863,-73.56058964667682,,,,,1734125406401,,2024-12-13 21:30:06.401,12,
René-Lévesque / Papineau,Ville-Marie,45.52097057660443,-73.5499919950962,,,,,1734134446544,,2024-12-14 00:00:46.544,12,
St-Antoine / Jean-Paul Riopelle,Ville-Marie,45.50304782909863,-73.56058964667682,,,,,1734111179042,,2024-12-13 17:32:59.042,12,
des Pins / St-Laurent,Le Plateau-Mont-Royal,45.51522812881499,-73.5750961303711,,,,,1734136236157,,2024-12-14 00:30:36.157,12,
de Maisonneuve / Mansfield (sud),Ville-Marie,45.502053864057466,-73.57346534729004,,,,,1734011687146,,2024-12-12 13:54:47.146,12,
1ère avenue / St-Zotique,Rosemont - La Petite-Patrie,45.551916701344936,-73.59366238117218,,,,,1734110636462,,2024-12-13 17:23:56.462,12,
Parc Jeanne-Mance (du Mont-Royal / du Parc),Le Plateau-Mont-Royal,45.5169290827898,-73.58911652441746,,,,,1734120298735,,2024-12-13 20:04:58.735,12,
St-Grégoire / Christophe-Colomb,Le Plateau-Mont-Royal,45.53255611409675,-73.58993947505951,,,,,1734135695114,,2024-12-14 00:21:35.114,12,
Métro Papineau (Dorion / De Maisonneuve),Ville-Marie,45.5238445756922,-73.55236601831166,,,,,1734010220191,,2024-12-12 13:30:20.191,12,
de Gaspé / Marmier,Rosemont - La Petite-Patrie,45.529668174024685,-73.60166944563389,,,,,1734128498063,,2024-12-13 22:21:38.063,12,
Jeanne-Mance / Sherbrooke,Le Plateau-Mont-Royal,45.50934693918775,-73.57122302055359,,,,,1734123576856,,2024-12-13 20:59:36.856,12,
Métro de l'Église (Ross / de l'Église),Verdun,45.4628312022419,-73.56593772768973,,,,,1733944280693,,2024-12-11 19:11:20.693,12,
de Maisonneuve / de Bleury,Ville-Marie,45.50710068509571,-73.56907725334167,,,,,1734021061664,,2024-12-12 16:31:01.664,12,
de l'Hôtel-de-Ville / Rachel,Le Plateau-Mont-Royal,45.51989655507833,-73.58010649681091,,,,,1733972574689,,2024-12-12 03:02:54.689,12,
Notre-Dame / St-Martin,Le Sud-Ouest,45.48830194643546,-73.56871783733366,,,,,1733939226486,,2024-12-11 17:47:06.486,12,
St-Hubert / de Maisonneuve (nord),Ville-Marie,45.51613214980722,-73.56049686670303,,,,,1733951742882,,2024-12-11 21:15:42.882,12,
Métro Mont-Royal (Utilités publiques / Rivard),Le Plateau-Mont-Royal,45.52424701428399,-73.58166217803955,,,,,1733970596531,,2024-12-12 02:29:56.531,12,
Collège Ahuntsic (St-Hubert / Émile-Journault),Ahuntsic-Cartierville,45.55118940267553,-73.64060204476118,,,,,1734008875968,,2024-12-12 13:07:55.968,12,
Berri / Rachel,Le Plateau-Mont-Royal,45.52275023118295,-73.57724860310555,,,,,1734006752077,,2024-12-12 12:32:32.077,12,
Masson / Molson,Rosemont - La Petite-Patrie,45.54434593245247,-73.57697686180472,,,,,1734007704033,,2024-12-12 12:48:24.033,12,
Métro Frontenac (Ontario / du Havre),Ville-Marie,45.53370598779895,-73.55217933654784,,,,,1733991188059,,2024-12-12 08:13:08.059,12,
Parc Labelle (LaSalle / Henri-Duhamel),Verdun,45.47256100297732,-73.56998920440674,,,,,1733966967368,,2024-12-12 01:29:27.368,12,
BAnQ (Berri),Ville-Marie,45.51601387670667,-73.56291957199574,,,,,1733956293917,,2024-12-11 22:31:33.917,12,
Cartier / Marie-Anne,Le Plateau-Mont-Royal,45.53280412806031,-73.57190161943436,,,,,1733970058544,,2024-12-12 02:20:58.544,12,
des Érables / Laurier,Le Plateau-Mont-Royal,45.538514913607656,-73.57769921422005,,,,,1735310365662,,2024-12-27 14:39:25.662,12,
Georges-Vanier /  Notre-Dame,Le Sud-Ouest,45.48504525051504,-73.57192163679429,,,,,1735304734843,,2024-12-27 13:05:34.843,12,
des Pins / St-Laurent,Le Plateau-Mont-Royal,45.51522812881499,-73.5750961303711,,,,,1735399532769,,2024-12-28 15:25:32.769,12,
6e Avenue / Bélanger,Rosemont - La Petite-Patrie,45.55458281524975,-73.59631910920143,,,,,1735306803358,,2024-12-27 13:40:03.358,12,
Parc Benny (Benny / de Monkland),Côte-des-Neiges - Notre-Dame-de-Grâce,45.46691310542626,-73.6315867306621,,,,,1735312700160,,2024-12-27 15:18:20.160,12,
St-Patrick / Thomas-Keefer,Le Sud-Ouest,45.47801152713375,-73.57427294832632,,,,,1735247395391,,2024-12-26 21:09:55.391,12,
Dorion / Ontario,Ville-Marie,45.526991277453526,-73.55821162462234,,,,,1734959651424,,2024-12-23 13:14:11.424,12,
Messier / St-Joseph,Le Plateau-Mont-Royal,45.53946063965585,-73.57605636119843,,,,,1734387483183,,2024-12-16 22:18:03.183,12,
Georges-Vanier /  Notre-Dame,Le Sud-Ouest,45.48504525051504,-73.57192163679429,,,,,1735268606975,,2024-12-27 03:03:26.975,12,
de la Côte St-Paul / St-Ambroise,Le Sud-Ouest,45.46766565386597,-73.59391784324544,,,,,1735247462602,,2024-12-26 21:11:02.602,12,
Masson / Molson,Rosemont - La Petite-Patrie,45.54434593245247,-73.57697686180472,,,,,1734970667819,,2024-12-23 16:17:47.819,12,
St-Grégoire / Christophe-Colomb,Le Plateau-Mont-Royal,45.53255611409675,-73.58993947505951,,,,,1735242213526,,2024-12-26 19:43:33.526,12,
St-Urbain / Laurier,Le Plateau-Mont-Royal,45.52164617544124,-73.59366774559021,,,,,1735331954097,,2024-12-27 20:39:14.097,12,
Square Viger (Berri / Viger),Ville-Marie,45.5121682576952,-73.55481594800949,,,,,1735338413694,,2024-12-27 22:26:53.694,12,
Métro Préfontaine (Moreau / Hochelaga),Mercier - Hochelaga-Maisonneuve,45.54131350328532,-73.5537427291274,,,,,1734381464243,,2024-12-16 20:37:44.243,12,
Parc Émilie-Gamelin (St-Hubert / de Maisonneuve sud),Ville-Marie,45.51586835126322,-73.56008380651474,,,,,1735234664533,,2024-12-26 17:37:44.533,12,
Bennett / Ste-Catherine,Mercier - Hochelaga-Maisonneuve,45.55315915057821,-73.53263273835182,,,,,1735336875663,,2024-12-27 22:01:15.663,12,
Ste-Catherine / Towers,Ville-Marie,45.49228068089086,-73.58096480369566,,,,,1734385760836,,2024-12-16 21:49:20.836,12,
Ste-Catherine / Union,Ville-Marie,45.50370387789841,-73.56941521167755,,,,,1734396599653,,2024-12-17 00:49:59.653,12,
du Mont-Royal / Clark,Le Plateau-Mont-Royal,45.51941,-73.58685,,,,,1734368879287,,2024-12-16 17:07:59.287,12,
Parc du Père-Marquette (de Bellechasse / de Lanaudière),Rosemont - La Petite-Patrie,45.539306918976,-73.59521873295307,,,,,1734403090392,,2024-12-17 02:38:10.392,12,
Hôpital Général Juif (de la Côte-Ste-Catherine / Légaré),Côte-des-Neiges - Notre-Dame-de-Grâce,45.49624140543275,-73.62983867526054,,,,,1734381639630,,2024-12-16 20:40:39.630,12,
Métro Mont-Royal (Utilités publiques / Rivard),Le Plateau-Mont-Royal,45.52424701428399,-73.58166217803955,,,,,1734388002638,,2024-12-16 22:26:42.638,12,
Métro St-Laurent (de Maisonneuve / St-Laurent),Ville-Marie,45.51074821798916,-73.56512099504471,,,,,1734384170075,,2024-12-16 21:22:50.075,12,
Workman / Vinet,Le Sud-Ouest,45.48378886396517,-73.5750612616539,,,,,1734383718532,,2024-12-16 21:15:18.532,12,
St-Viateur / Casgrain,Le Plateau-Mont-Royal,45.52707134397896,-73.5979351401329,,,,,1734392617135,,2024-12-16 23:43:37.135,12,
de la Montagne / Notre-Dame,Le Sud-Ouest,45.49291337906463,-73.5646878182888,,,,,1734394460504,,2024-12-17 00:14:20.504,12,
Ste-Catherine / Towers,Ville-Marie,45.49228068089086,-73.58096480369566,,,,,1734392945296,,2024-12-16 23:49:05.296,12,
Regina / de Verdun,Verdun,45.46734390596128,-73.57078850269318,,,,,1734359426708,,2024-12-16 14:30:26.708,12,
3e avenue / Wellington,Verdun,45.457304311219616,-73.56723271765077,,,,,1733751226890,,2024-12-09 13:33:46.890,12,
CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),Côte-des-Neiges - Notre-Dame-de-Grâce,45.50398168549117,-73.62283945083618,,,,,1734364442812,,2024-12-16 15:54:02.812,12,
Garnier / du Mont-Royal,Le Plateau-Mont-Royal,45.53075597398246,-73.5761762317452,,,,,1733749922254,,2024-12-09 13:12:02.254,12,
Robert-Bourassa / St-Maurice,Ville-Marie,45.49837045828952,-73.56055587530136,,,,,1734351121221,,2024-12-16 12:12:01.221,12,
CÉGEP du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),Ville-Marie,45.51401222645779,-73.56598667800426,,,,,1733752015426,,2024-12-09 13:46:55.426,12,
St-Grégoire / Christophe-Colomb,Le Plateau-Mont-Royal,45.53255611409675,-73.58993947505951,,,,,1734356706028,,2024-12-16 13:45:06.028,12,
Molson / William-Tremblay,Rosemont - La Petite-Patrie,45.541602844435374,-73.56496073305605,,,,,1733751423391,,2024-12-09 13:37:03.391,12,
St-Grégoire / Christophe-Colomb,Le Plateau-Mont-Royal,45.53255611409675,-73.58993947505951,,,,,1733747709956,,2024-12-09 12:35:09.956,12,
Christophe-Colomb / Beaubien,Rosemont - La Petite-Patrie,45.53783932655299,-73.60115647315979,,,,,1734366620672,,2024-12-16 16:30:20.672,12,
du Mont-Royal / Clark,Le Plateau-Mont-Royal,45.51941,-73.58685,,,,,1734459421395,,2024-12-17 18:17:01.395,12,
Parc St-Gabriel (Grand Trunk / Ropery),Le Sud-Ouest,45.478545712518894,-73.56572315096855,,,,,1734477021501,,2024-12-17 23:10:21.501,12,
Ste-Émilie / Sir-Georges-Etienne-Cartier,Le Sud-Ouest,45.47302318351006,-73.58503722109162,,,,,1734509736044,,2024-12-18 08:15:36.044,12,
Garnier / du Mont-Royal,Le Plateau-Mont-Royal,45.53075597398246,-73.5761762317452,,,,,1734457894929,,2024-12-17 17:51:34.929,12,
Garnier / du Mont-Royal,Le Plateau-Mont-Royal,45.53075597398246,-73.5761762317452,,,,,1734467558193,,2024-12-17 20:32:38.193,12,
St-Urbain / Laurier,Le Plateau-Mont-Royal,45.52164617544124,-73.59366774559021,,,,,1734471154864,,2024-12-17 21:32:34.864,12,
