STARTSTATIONNAME,STARTSTATIONARRONDISSEMENT,STARTSTATIONLATITUDE,STARTSTATIONLONGITUDE,ENDSTATIONNAME,ENDSTATIONARRONDISSEMENT,ENDSTATIONLATITUDE,ENDSTATIONLONGITUDE,STARTTIMEMS,ENDTIMEMS,STARTTIMEDATE,month,travel_distance
Ste-Catherine / Drummond,Ville-Marie,45.4985885,-73.5742781,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703281209924,1703281671625.0,2023-12-22 21:40:09.924,12,8741.422396714825
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / King,Ville-Marie,45.497515,-73.552571,1703302239838,1703302454112.0,2023-12-23 03:30:39.838,12,8739.7485723351
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703280951779,1703281272475.0,2023-12-22 21:35:51.779,12,8740.971232004586
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Richmond / des Bassins,Le Sud-Ouest,45.4875216,-73.565003,1703256291347,1703256497606.0,2023-12-22 14:44:51.347,12,8740.435390077175
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Cathcart / McGill College,Ville-Marie,45.5011877,-73.5704549,1703250898226,1703251458833.0,2023-12-22 13:14:58.226,12,8741.199014889195
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Richmond / des Bassins,Le Sud-Ouest,45.4875216,-73.565003,1703248212344,1703248439936.0,2023-12-22 12:30:12.344,12,8740.435390077175
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / King,Ville-Marie,45.497515,-73.552571,1703177436214,1703177727080.0,2023-12-21 16:50:36.214,12,8739.7485723351
de la Côte St-Paul / St-Ambroise,Le Sud-Ouest,45.4676657,-73.5939178,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703108904922,1703109827543.0,2023-12-20 21:48:24.922,12,8742.121064534984
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / King,Ville-Marie,45.497515,-73.552571,1703111951160,1703112175495.0,2023-12-20 22:39:11.160,12,8739.7485723351
Viger / Chenneville,Ville-Marie,45.505312,-73.560891,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703111737559,1703112638953.0,2023-12-20 22:35:37.559,12,8740.57941682896
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703106671902,1703107257959.0,2023-12-20 21:11:11.902,12,8740.971232004586
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,1703116858507,1703118351819.0,2023-12-21 00:00:58.507,12,8741.203674421287
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,1703100487487,1703101404285.0,2023-12-20 19:28:07.487,12,8739.989240833682
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703129339458,1703129584764.0,2023-12-21 03:28:59.458,12,8740.971232004586
Peel / Notre-Dame,Ville-Marie,45.4954469,-73.5632944,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1704047729846,1704048239642.0,2023-12-31 18:35:29.846,12,8740.508856785913
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,1704054206316,1704054841658.0,2023-12-31 20:23:26.316,12,8740.971232004586
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,1704042152867,1704042755721.0,2023-12-31 17:02:32.867,12,8741.203674421287
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,1703425693305,1703426259818.0,2023-12-24 13:48:13.305,12,8741.203674421287
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,1703418455191,1703418824847.0,2023-12-24 11:47:35.191,12,8739.989240833682
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,1703432130163,1703432904530.0,2023-12-24 15:35:30.163,12,8741.203674421287
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,1703436658237,1703437054187.0,2023-12-24 16:50:58.237,12,8739.989240833682
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,1703436665065,1703437054522.0,2023-12-24 16:51:05.065,12,8739.989240833682
de la Commune / King,Ville-Marie,45.497515,-73.552571,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703381059312,1703381258891.0,2023-12-24 01:24:19.312,12,8739.7485723351
Square Victoria (Viger / du Square-Victoria),Ville-Marie,45.50206,-73.56295,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703355624356,1703356444106.0,2023-12-23 18:20:24.356,12,8740.65220929982
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703356545407,1703357185314.0,2023-12-23 18:35:45.407,12,8741.203674421287
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,1703354033215,1703354662731.0,2023-12-23 17:53:53.215,12,8741.203674421287
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,1703357755917,1703358763499.0,2023-12-23 18:55:55.917,12,8741.203674421287
Ste-Catherine / Union,Ville-Marie,45.5036663,-73.5695761,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703393166734,1703393668858.0,2023-12-24 04:46:06.734,12,8741.195866552824
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,1703187097077,1703188007213.0,2023-12-21 19:31:37.077,12,8741.203674421287
Ste-Catherine / Towers,Ville-Marie,45.4922807,-73.5809648,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703217219308,1703217767041.0,2023-12-22 03:53:39.308,12,8741.768065954418
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Ste-Catherine / Towers,Ville-Marie,45.4922807,-73.5809648,1703192874146,1703194050791.0,2023-12-21 21:07:54.146,12,8741.768065954418
Dorion / Ontario,Ville-Marie,45.526991,-73.558212,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703192837378,1703193911224.0,2023-12-21 21:07:17.378,12,8740.932117088976
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Dorion / Ontario,Ville-Marie,45.526991,-73.558212,1703198589806,1703199988869.0,2023-12-21 22:43:09.806,12,8740.932117088976
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Stanley / René-Lévesque,Ville-Marie,45.4979039,-73.5707757,1703096247219,1703096668668.0,2023-12-20 18:17:27.219,12,8741.13922553369
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703109133784,1703109417756.0,2023-12-20 21:52:13.784,12,8740.971232004586
Métro Lucien-L'Allier  (Lucien l'Allier / Argyle),Ville-Marie,45.494872,-73.571124,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703106502976,1703106975241.0,2023-12-20 21:08:22.976,12,8741.087981168866
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703094309198,1703095097197.0,2023-12-20 17:45:09.198,12,8741.203674421287
St-Jacques / McGill,Ville-Marie,45.501441,-73.560144,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703108224579,1703108681894.0,2023-12-20 21:37:04.579,12,8740.423546845315
Workman / Vinet,Le Sud-Ouest,45.4837889,-73.5750613,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703106284247,1703106836707.0,2023-12-20 21:04:44.247,12,8741.102822563682
Métro Lionel-Groulx (St-Jacques / Atwater),Le Sud-Ouest,45.4836285,-73.5797026,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703104558340,1703105332141.0,2023-12-20 20:35:58.340,12,8741.450831562459
Garnier / Beaubien,Rosemont - La Petite-Patrie,45.5415102,-73.5984206,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703105727209,1703108155483.0,2023-12-20 20:55:27.209,12,8744.351676090264
Métro Champ-de-Mars (Viger / Sanguinet),Ville-Marie,45.510351,-73.556508,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703099576027,1703100384741.0,2023-12-20 19:12:56.027,12,8740.37624705204
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,St-Antoine / de la Montagne,Ville-Marie,45.4953717,-73.5685891,1703082173915,1703082638782.0,2023-12-20 14:22:53.915,12,8740.90851470778
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,1703091264452,1703091964771.0,2023-12-20 16:54:24.452,12,8741.203674421287
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Robert-Bourassa / St-Maurice,Ville-Marie,45.4983705,-73.5605559,1703087415632,1703087674762.0,2023-12-20 15:50:15.632,12,8740.3760846744
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Square Victoria (Viger / du Square-Victoria),Ville-Marie,45.50206,-73.56295,1703081972748,1703082592937.0,2023-12-20 14:19:32.748,12,8740.65220929982
Ste-Catherine / Union,Ville-Marie,45.5036663,-73.5695761,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703138639908,1703139093889.0,2023-12-21 06:03:59.908,12,8741.195866552824
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Notre-Dame / St-Gabriel,Ville-Marie,45.507144,-73.555119,1703360469853,1703361092514.0,2023-12-23 19:41:09.853,12,8740.18869574727
William / Robert-Bourassa,Le Sud-Ouest,45.497165,-73.55933,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703375309408,1703375525322.0,2023-12-23 23:48:29.408,12,8740.25221219947
Ste-Catherine / Towers,Ville-Marie,45.4922807,-73.5809648,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703390110036,1703390848832.0,2023-12-24 03:55:10.036,12,8741.768065954418
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703351460552,1703352228192.0,2023-12-23 17:11:00.552,12,8741.203674421287
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / King,Ville-Marie,45.497515,-73.552571,1703280115598,1703280310104.0,2023-12-22 21:21:55.598,12,8739.7485723351
de la Commune / Place Jacques-Cartier,Ville-Marie,45.50761,-73.551836,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703292983264,1703293565656.0,2023-12-23 00:56:23.264,12,8739.951706354594
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703276775398,1703277566024.0,2023-12-22 20:26:15.398,12,8741.203674421287
Georges-Vanier / Notre-Dame,Le Sud-Ouest,45.485048,-73.571963,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703290725066,1703291312825.0,2023-12-23 00:18:45.066,12,8740.900015328003
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703272732204,1703272954135.0,2023-12-22 19:18:52.204,12,8740.971232004586
de Maisonneuve / Aylmer (ouest),Ville-Marie,45.505063,-73.5706812,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703281894547,1703282910342.0,2023-12-22 21:51:34.547,12,8741.315453694508
de Maisonneuve / Mackay,Ville-Marie,45.496496,-73.5787037,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703285298996,1703286004426.0,2023-12-22 22:48:18.996,12,8741.70447714323
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,1703275695867,1703276064657.0,2023-12-22 20:08:15.867,12,8739.989240833682
de la Montagne / Notre-Dame,Le Sud-Ouest,45.4929134,-73.5646878,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703296879538,1703297125510.0,2023-12-23 02:01:19.538,12,8740.54962516622
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,William / Robert-Bourassa,Le Sud-Ouest,45.497165,-73.55933,1703275139631,1703275827638.0,2023-12-22 19:58:59.631,12,8740.25221219947
Parc Jeanne-Mance (du Mont-Royal / du Parc),Le Plateau-Mont-Royal,45.517,-73.589,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703285686640,1703286863421.0,2023-12-22 22:54:46.640,12,8743.010207236413
Ste-Émilie / Sir-Georges-Etienne-Cartier,Le Sud-Ouest,45.472668,-73.58539,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703270108568,1703271213720.0,2023-12-22 18:35:08.568,12,8741.601862949967
de la Côte St-Paul / St-Ambroise,Le Sud-Ouest,45.4676657,-73.5939178,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703286275979,1703287249213.0,2023-12-22 23:04:35.979,12,8742.121064534984
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Ste-Catherine / Towers,Ville-Marie,45.4922807,-73.5809648,1703279262772,1703280069667.0,2023-12-22 21:07:42.772,12,8741.768065954418
Richmond / des Bassins,Le Sud-Ouest,45.4875216,-73.565003,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703285299560,1703285713771.0,2023-12-22 22:48:19.560,12,8740.435390077175
de Bleury / de Maisonneuve,Ville-Marie,45.5070965,-73.5684416,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703276543044,1703277749437.0,2023-12-22 20:22:23.044,12,8741.197718607174
Notre-Dame / St-Gabriel,Ville-Marie,45.507144,-73.555119,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703439458445,1703439877180.0,2023-12-24 17:37:38.445,12,8740.18869574727
de Maisonneuve / Mackay,Ville-Marie,45.496496,-73.5787037,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703263330486,1703264083114.0,2023-12-22 16:42:10.486,12,8741.70447714323
St-Antoine / Jean-Paul Riopelle,Ville-Marie,45.5029397,-73.5606404,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703262542734,1703262864711.0,2023-12-22 16:29:02.734,12,8740.499606151036
Place d'Youville / McGill,Ville-Marie,45.4999647,-73.5561544,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703264393951,1703264666910.0,2023-12-22 16:59:53.951,12,8740.083142346948
St-Antoine / de la Montagne,Ville-Marie,45.4953717,-73.5685891,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703261034687,1703261368213.0,2023-12-22 16:03:54.687,12,8740.90851470778
Richmond / des Bassins,Le Sud-Ouest,45.4875216,-73.565003,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703250524686,1703250824869.0,2023-12-22 13:08:44.686,12,8740.435390077175
Parc Jeanne-Mance (du Mont-Royal / du Parc),Le Plateau-Mont-Royal,45.517,-73.589,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703246859980,1703247833587.0,2023-12-22 12:07:39.980,12,8743.010207236413
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Robert-Bourassa / St-Maurice,Ville-Marie,45.4983705,-73.5605559,1703260212401,1703260549118.0,2023-12-22 15:50:12.401,12,8740.3760846744
Porte de Québec / St-André,Ville-Marie,45.5132941,-73.5505781,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701439190443,1701439719959.0,2023-12-01 13:59:50.443,12,8740.002114977546
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,St-Antoine / de la Montagne,Ville-Marie,45.4953717,-73.5685891,1701443962879,1701444429255.0,2023-12-01 15:19:22.879,12,8740.90851470778
St-Antoine / Jean-Paul Riopelle,Ville-Marie,45.5029397,-73.5606404,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702918835532,1702919226236.0,2023-12-18 17:00:35.532,12,8740.499606151036
Square Viger (Berri / Viger),Ville-Marie,45.5122121,-73.5546289,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702357336781,1702357992672.0,2023-12-12 05:02:16.781,12,8740.281492759508
St-Denis / de Maisonneuve,Ville-Marie,45.514404,-73.561919,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702346750650,1702347808779.0,2023-12-12 02:05:50.650,12,8740.890422780772
Square Victoria (Viger / du Square-Victoria),Ville-Marie,45.50206,-73.56295,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702331040126,1702331467400.0,2023-12-11 21:44:00.126,12,8740.65220929982
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Atwater / Sherbrooke,Ville-Marie,45.491226,-73.58763,1701617068111,1701618422874.0,2023-12-03 15:24:28.111,12,8742.246666853149
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701553713715,1701554361449.0,2023-12-02 21:48:33.715,12,8740.971232004586
de Maisonneuve / Mackay,Ville-Marie,45.496496,-73.5787037,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701578011883,1701578700159.0,2023-12-03 04:33:31.883,12,8741.70447714323
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Cathcart / McGill College,Ville-Marie,45.5011877,-73.5704549,1701557975405,1701558469385.0,2023-12-02 22:59:35.405,12,8741.199014889195
Métro Lucien-L'Allier  (Lucien l'Allier / Argyle),Ville-Marie,45.494872,-73.571124,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701594887223,1701595236651.0,2023-12-03 09:14:47.223,12,8741.087981168866
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701556748908,1701558057894.0,2023-12-02 22:39:08.908,12,8741.203674421287
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701556732271,1701558073921.0,2023-12-02 22:38:52.271,12,8741.203674421287
St-Antoine / Jean-Paul Riopelle,Ville-Marie,45.5029397,-73.5606404,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1701553519709,1701554104577.0,2023-12-02 21:45:19.709,12,8740.499606151036
Atwater / Greene,Le Sud-Ouest,45.480495,-73.577827,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702579674880,1702580396957.0,2023-12-14 18:47:54.880,12,8741.228319916125
Ste-Catherine / Union,Ville-Marie,45.5036663,-73.5695761,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1702578590788,1702579105752.0,2023-12-14 18:29:50.788,12,8741.195866552824
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Place d'Youville / McGill,Ville-Marie,45.4999647,-73.5561544,1702927597551,1702927873659.0,2023-12-18 19:26:37.551,12,8740.083142346948
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Duke / Nazareth,Ville-Marie,45.4957224,-73.5546134,1704056897978,1704058280703.0,2023-12-31 21:08:17.978,12,8739.857510784186
de la Côte St-Paul / St-Ambroise,Le Sud-Ouest,45.4676657,-73.5939178,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1704040596935,1704041679482.0,2023-12-31 16:36:36.935,12,8742.121064534984
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703967144881,1703967712636.0,2023-12-30 20:12:24.881,12,8741.203674421287
Stanley / René-Lévesque,Ville-Marie,45.4979039,-73.5707757,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1704006807828,1704007284551.0,2023-12-31 07:13:27.828,12,8741.13922553369
Métro Lucien-L'Allier  (Lucien l'Allier / Argyle),Ville-Marie,45.494872,-73.571124,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703965876409,1703968243615.0,2023-12-30 19:51:16.409,12,8741.087981168866
Ste-Catherine / Towers,Ville-Marie,45.4922807,-73.5809648,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703995073737,1703995618650.0,2023-12-31 03:57:53.737,12,8741.768065954418
Georges-Vanier / Notre-Dame,Le Sud-Ouest,45.485048,-73.571963,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703877870228,1703878347290.0,2023-12-29 19:24:30.228,12,8740.900015328003
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703887182842,1703887519526.0,2023-12-29 21:59:42.842,12,8740.971232004586
Place d'Youville / McGill,Ville-Marie,45.4999647,-73.5561544,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703910023133,1703910276198.0,2023-12-30 04:20:23.133,12,8740.083142346948
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,1703878826528,1703879184140.0,2023-12-29 19:40:26.528,12,8739.989240833682
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,1703953350726,1703954062402.0,2023-12-30 16:22:30.726,12,8741.203674421287
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,1703955671895,1703956254367.0,2023-12-30 17:01:11.895,12,8741.203674421287
Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703809281898,1703813139095.0,2023-12-29 00:21:21.898,12,8740.971232004586
William / Robert-Bourassa,Le Sud-Ouest,45.497165,-73.55933,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703799127162,1703799522383.0,2023-12-28 21:32:07.162,12,8740.25221219947
de Maisonneuve / Mackay,Ville-Marie,45.496496,-73.5787037,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703822871099,1703823337648.0,2023-12-29 04:07:51.099,12,8741.70447714323
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,1703789470869,1703789950194.0,2023-12-28 18:51:10.869,12,8739.989240833682
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703787489683,1703788192549.0,2023-12-28 18:18:09.683,12,8741.203674421287
Jeanne-Mance / Sherbrooke,Le Plateau-Mont-Royal,45.5092868,-73.5710192,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703601759535,1703602940817.0,2023-12-26 14:42:39.535,12,8741.449294040767
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / King,Ville-Marie,45.497515,-73.552571,1703611842764,1703612009546.0,2023-12-26 17:30:42.764,12,8739.7485723351
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Atwater / Sherbrooke,Ville-Marie,45.491226,-73.58763,1703359320888,1703362744884.0,2023-12-23 19:22:00.888,12,8742.246666853149
Ottawa / du Séminaire,Le Sud-Ouest,45.4912954,-73.5615993,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703349794064,1703352387912.0,2023-12-23 16:43:14.064,12,8740.273900744565
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,du Square Dorchester / Peel,Ville-Marie,45.4996996,-73.5719365,1703352044886,1703352480203.0,2023-12-23 17:20:44.886,12,8741.273261267213
Métro Atwater (Atwater / Ste-Catherine),Ville-Marie,45.489476,-73.584566,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703344535858,1703345618638.0,2023-12-23 15:15:35.858,12,8741.969452076046
St-Antoine / de la Montagne,Ville-Marie,45.4953717,-73.5685891,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703348184787,1703348507956.0,2023-12-23 16:16:24.787,12,8740.90851470778
Notre-Dame  / St-Martin,Le Sud-Ouest,45.4883019,-73.5687178,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703351035644,1703351495322.0,2023-12-23 17:03:55.644,12,8740.737174120657
de Maisonneuve / Mackay,Ville-Marie,45.496496,-73.5787037,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703284145968,1703284803681.0,2023-12-22 22:29:05.968,12,8741.70447714323
St-Jacques / McGill,Ville-Marie,45.501441,-73.560144,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703275508347,1703276013606.0,2023-12-22 20:05:08.347,12,8740.423546845315
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Richmond / des Bassins,Le Sud-Ouest,45.4875216,-73.565003,1703291663453,1703291999144.0,2023-12-23 00:34:23.453,12,8740.435390077175
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703277016387,1703277717221.0,2023-12-22 20:30:16.387,12,8741.203674421287
de la Commune / St-Sulpice,Ville-Marie,45.504242,-73.55347,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703298198848,1703298593488.0,2023-12-23 02:23:18.848,12,8739.989240833682
Robert-Bourassa / St-Maurice,Ville-Marie,45.4983705,-73.5605559,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703289454756,1703289748942.0,2023-12-22 23:57:34.756,12,8740.3760846744
Square Victoria (Viger / du Square-Victoria),Ville-Marie,45.50206,-73.56295,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703307541437,1703308143652.0,2023-12-23 04:59:01.437,12,8740.65220929982
Marché Atwater,Le Sud-Ouest,45.480208,-73.577599,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703278234319,1703278780869.0,2023-12-22 20:50:34.319,12,8741.203674421287
Parc Jeanne-Mance (du Mont-Royal / du Parc),Le Plateau-Mont-Royal,45.517,-73.589,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703263708965,1703264675226.0,2023-12-22 16:48:28.965,12,8743.010207236413
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,Place du Canada (Peel / des Canadiens-de-Montréal),Ville-Marie,45.4978835,-73.5685676,1703247489568,1703247871441.0,2023-12-22 12:18:09.568,12,8740.971232004586
Cathcart / McGill College,Ville-Marie,45.5011877,-73.5704549,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703185420679,1703186063121.0,2023-12-21 19:03:40.679,12,8741.199014889195
de la Côte St-Paul / St-Ambroise,Le Sud-Ouest,45.4676657,-73.5939178,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703195001976,1703195959602.0,2023-12-21 21:43:21.976,12,8742.121064534984
Ste-Catherine / Bishop,Ville-Marie,45.4966367,-73.5761287,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703193973338,1703194691812.0,2023-12-21 21:26:13.338,12,8741.512772337415
Ste-Catherine / Drummond,Ville-Marie,45.4985885,-73.5742781,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703192460441,1703192929039.0,2023-12-21 21:01:00.441,12,8741.422396714825
Smith / Peel,Le Sud-Ouest,-1.0,-1.0,de la Commune / King,Ville-Marie,45.497515,-73.552571,1703198436656,1703198667714.0,2023-12-21 22:40:36.656,12,8739.7485723351
Métro Peel (de Maisonneuve / Stanley),Ville-Marie,45.50038,-73.57507,Smith / Peel,Le Sud-Ouest,-1.0,-1.0,1703093750281,1703096258989.0,2023-12-20 17:35:50.281,12,8741.528338306462
